,go_feature_0,go_feature_1,go_feature_2,go_feature_3,go_feature_4,go_feature_5,go_feature_6,go_feature_7,go_feature_8,go_feature_9,go_feature_10,go_feature_11,go_feature_12,go_feature_13,go_feature_14,go_feature_15,go_feature_16,go_feature_17,go_feature_18,go_feature_19,go_feature_20,go_feature_21,go_feature_22,go_feature_23,go_feature_24,go_feature_25,go_feature_26,go_feature_27,go_feature_28,go_feature_29,go_feature_30,go_feature_31,go_feature_32,go_feature_33,go_feature_34,go_feature_35,go_feature_36,go_feature_37,go_feature_38,go_feature_39,go_feature_40,go_feature_41,go_feature_42,go_feature_43,go_feature_44,go_feature_45,go_feature_46,go_feature_47,go_feature_48,go_feature_49,go_feature_50,go_feature_51,go_feature_52,go_feature_53,go_feature_54,go_feature_55,go_feature_56,go_feature_57,go_feature_58,go_feature_59,go_feature_60,go_feature_61,go_feature_62,go_feature_63,string_id
STX18,0.280229211,0.19622688,0.020249637,-0.308976203,0.130844474,0.02937193,-0.12453413,-0.032617778,0.12155778,0.155220643,-0.106345735,-0.395215899,-0.072715625,-0.360871345,-0.353506863,-0.33205393,0.039671332,0.316401601,0.065718383,-0.34303388,0.026077257,0.048698917,-0.820349932,0.221996188,-0.544212699,-0.584242105,0.104751758,0.182855204,-0.304914176,0.299310088,0.163571462,-0.035218216,-0.137793452,0.409270555,0.304938763,0.084929243,-0.131904021,-0.023413535,0.281833172,0.025930263,-0.742700934,0.336968005,0.090055205,-0.114232279,-0.050829709,-0.057412997,-0.282138377,0.337883145,-0.013015579,-0.210780069,-0.330081761,0.521730006,0.223839596,-0.318835139,0.134123817,-0.352309197,-0.070548467,0.061435476,-0.599117517,-0.469487786,-0.200317621,-0.47899878,0.0080402,0.100386724,9606.ENSP00000305810
MORN3,-0.125497565,-0.191065222,-0.890680611,0.656391203,-0.22084336,-0.066165604,-0.10949184,0.193655998,-0.392781675,0.079837628,0.157794833,0.080154724,-0.343321532,0.033256184,-0.021875262,0.318962276,-0.208872631,0.119220242,0.447428524,0.33919996,0.189532742,-0.155070364,0.149245337,0.020401705,-0.400569826,-0.053922843,-0.088302538,0.324877441,0.096838705,0.160756394,0.241005585,-0.062060807,-0.043449931,0.062595449,-1.578394294,-1.185011625,-0.013505725,-0.083169349,-0.110684939,0.057938989,-0.583295286,0.058867842,-0.173963696,-0.127634004,-0.09818802,0.080247812,0.364480138,0.120906964,0.145541221,0.038656566,0.248632237,-0.063083217,-0.177262574,0.214904383,-0.196876183,0.160874695,-0.556341171,-0.052799158,0.081913874,-0.032001086,-0.386277169,0.364652663,-0.051590979,-0.130922288,9606.ENSP00000347486
MAT2A,0.478344977,0.202672243,-0.238881052,0.213107347,0.327795565,0.546061099,-0.115433551,-0.228063464,0.1038526,-0.084323965,0.035693787,-0.023737375,-0.144431308,-0.122767568,-0.187295005,0.122054905,0.310870349,0.267124325,-0.041325342,0.111800812,0.458672792,0.189862102,-0.150179535,-0.439394206,0.057522886,-0.227704316,0.295719117,-0.110977009,-0.162865311,-0.542638958,-0.040453542,0.081502691,-0.212331161,0.192679331,-0.469031483,-0.172172561,0.576941371,-0.459058553,0.305524379,-0.302380145,0.188231707,-0.295814097,-0.083657131,-0.672694564,-0.04500588,-0.25399971,-0.400398284,0.225985855,0.375703156,0.003892274,0.341142982,-0.489437938,0.06641522,-0.387664765,-0.006489655,-0.12269114,0.172932431,0.280247301,0.449928135,0.404750377,-0.056835778,0.235481963,0.298003316,-0.41226247,9606.ENSP00000303147
ATG101,-0.050292496,0.083575472,0.201393813,0.158450946,-0.162729278,-0.522439659,-0.135592222,0.408718795,-0.260101676,-0.009993991,0.085670769,-0.04975301,-0.11786437,0.168435663,0.123260319,0.104055732,0.152537987,-0.170164019,0.549996078,0.123274453,0.063666269,0.213096127,-0.48007369,0.470494002,-0.082839057,0.153232291,-0.155150846,-0.202088326,0.414520711,0.609867692,0.029888971,0.300423026,-0.143586993,0.431562722,0.18485871,-0.196301013,-0.15274176,-0.038091693,0.121478312,0.659608543,0.291840315,0.367733777,-0.340979874,-0.250836998,0.288427234,0.06689211,-0.099269129,-0.092489056,0.066311851,-0.120888442,0.172979504,0.573630631,-0.207961395,-0.145600364,0.32276684,-0.010173815,-0.005464419,0.009443024,-0.303316236,-0.031481482,0.015614539,0.636680901,-0.575002372,-0.159168527,9606.ENSP00000338990
HUWE1,-0.239426821,0.39511016,-0.097686402,-0.085646741,-0.097388968,0.135834947,0.084177196,0.488832682,0.124144189,-0.317175448,-0.20905441,-0.377657145,0.246553615,0.300056905,0.012724568,-0.13107866,-0.44234547,-0.137017995,0.169587359,0.407946318,-0.056144547,0.346993268,0.006621787,0.243205577,-0.134037271,-0.176031917,0.284414232,-0.191014498,-0.202464953,0.000725601,0.140724689,-0.001159439,0.385817945,-0.591875613,0.032077435,0.202639669,0.200291276,-0.005287609,0.619453311,-0.293749571,0.161398411,0.358539253,-0.150529653,0.516737461,0.241992161,0.003093596,-0.341738194,-0.235840693,0.334081352,-0.029745648,0.043463033,-0.20780012,-0.322843552,0.142184332,-0.19374752,0.076356582,0.087836057,-0.291056752,-0.117691264,-0.570122719,0.047469497,0.314844936,-0.195723027,0.229220137,9606.ENSP00000340648
SVEP1,0.504931867,0.294958025,0.157438889,0.013973966,-0.176718518,0.419858158,-0.003992538,-0.312321216,-0.579289496,0.182916328,-0.273551971,-0.351460338,0.248480126,-0.172441527,-0.021957161,-0.32118234,-0.043543544,0.177046746,0.422047406,0.004378732,-0.254968315,0.30151388,0.019612022,0.454124033,0.426039696,-0.537025273,-0.036391903,-0.30882293,-0.221732259,-0.374961495,0.501476765,0.194780365,0.334730327,0.442150831,0.363093048,0.070224762,-0.251794338,-0.159084007,-0.408609003,-0.347166777,0.570711672,-0.0565225,0.244402826,0.286943972,0.08735849,-0.340298504,-0.153529078,-0.065579571,0.147909209,-0.079517089,0.336905152,-0.034185879,-0.110314816,-0.27705276,-0.019418005,-0.246084601,-0.228086963,-0.367803872,0.531443536,-0.233052269,-0.186008677,0.582288146,0.202063814,0.182619065,9606.ENSP00000384917
EXOSC3,0.259045303,0.13530755,0.457942605,-0.390046299,-0.06416063,0.272921115,-0.409708738,0.127374157,-0.281607598,-0.340548873,-0.052911241,-0.565192103,0.120034426,0.454262584,0.40644151,-0.531776369,-0.156041265,0.020668363,0.189295754,0.388814926,0.375067919,-0.157486185,0.231292382,0.641024411,0.478585809,-0.278370887,-0.497251302,-0.222238898,-0.422330946,-0.127841756,-0.19691664,0.307351023,0.182677642,-0.263367444,-0.340334892,0.040653583,-0.02375339,-0.038986672,0.364381313,-0.071219794,0.102329984,-0.091716051,-0.44797194,-0.152055427,-0.356856465,-0.323319793,0.062504321,0.288715273,-0.360603333,-0.058961034,0.078807838,-0.495353252,0.139790073,0.162871629,-0.055197202,-0.515961468,-0.151318401,0.109527588,-0.252110124,0.069439091,-0.109520711,0.325440019,-0.108083829,0.42771709,9606.ENSP00000323046
SUDS3,-0.151906446,0.716590881,-0.592165232,-0.031337552,-0.138443902,-0.272560954,0.154150411,-0.335269451,0.309427172,-0.162253976,-0.422972679,0.006798015,0.056918487,0.208737239,-0.163456619,-0.01246237,-0.018913336,0.212041408,0.306500643,-0.496911347,-0.15021123,-0.154227808,-0.273558289,-0.153640747,0.163928986,0.172782168,-0.145292982,-0.148775846,0.114966027,0.16259326,0.37140879,0.319195181,0.080604285,0.058034264,-0.021770794,-0.028748205,0.218040437,-0.391171604,0.096121266,0.131414503,-0.431860358,-0.4572725,-0.533929884,0.337896109,-0.06814149,0.041766971,-0.052839141,0.073137783,-0.649955571,0.101757325,-0.188112065,-0.303765267,0.246312663,0.083926141,-0.569577575,-0.09275905,0.018127384,-0.124572732,0.122806288,0.570706189,-0.363279909,-0.138175562,0.080148295,0.042334229,9606.ENSP00000443988
COG1,-0.576301992,0.057452567,0.316773087,-0.1730344,-0.487021744,-0.285769522,0.552762091,0.073864609,-0.273178786,0.106756873,0.196699172,-0.1525563,0.524073601,-0.356399715,-0.145099252,0.083942376,0.081573874,-0.033767264,1.371404648,-0.46282509,-0.374610603,0.233015835,-0.463224143,0.187964842,-0.309459448,-0.061619423,0.088446006,-0.494729221,0.183554515,0.215936676,0.231688038,0.06401924,0.532915354,-0.055983376,0.009492615,0.243253484,0.586209297,-0.482961774,0.155350462,-0.287310064,0.251177013,0.088221833,0.145043433,-0.237275586,0.099616975,-0.00796983,0.125373214,-0.429056406,0.290482819,0.030441571,0.296577305,-0.095367022,0.018737167,-0.132013798,-0.057481222,-0.145950362,-0.030512504,-0.381925464,-0.055634003,-0.097795963,0.098321088,-0.235628113,0.081991114,0.013105277,9606.ENSP00000299886
SAMSN1,-0.596241534,-0.182074636,0.034290869,-0.03914756,-0.394696206,0.247599825,0.701291502,0.247992039,-0.295654297,-0.322236836,-0.065659396,-0.062041622,-0.36234653,0.159655064,0.276004076,0.044704355,0.26054734,0.268634647,0.641680062,-0.154887527,-0.076824903,-0.397620052,-0.092402063,-0.046618652,0.274440408,0.483606577,0.177014396,-0.160378933,0.169016868,0.667978644,0.086976424,-0.140108362,-0.372598171,-0.003781109,-0.024787908,-0.015912272,0.409365386,-0.122971922,-0.609869778,-0.10475307,-0.054651428,0.079345852,-0.321841776,-0.342655033,0.259138793,0.090231799,0.511107266,-0.294667304,0.267942786,0.489457995,-0.104477659,-0.03910948,0.323248923,-0.379830927,-0.032127172,-0.095128112,-0.007785647,0.239438429,-0.393497854,0.516101837,-0.060447637,0.079010606,0.345772326,0.375224829,9606.ENSP00000285670
ATXN7L3B,0.08720088,-0.139594123,0.23756668,0.275960058,-0.099764287,0.256290317,0.337388843,-0.002473067,-0.353669584,0.403626829,0.18176426,0.108110741,0.270703137,-0.240131229,0.345018446,-0.122543126,0.176957816,0.553149462,-0.159319907,0.126964629,0.921842873,-0.534917355,-0.144987017,0.14268814,0.128588408,-0.125049353,-0.685732484,-0.092472523,0.307590842,0.019879283,0.048790496,0.770635068,0.015312702,0.15773356,-0.053113867,0.366967767,0.052559268,-0.299461424,-0.098449238,-0.556846917,-0.03375423,0.262865156,-0.189015806,0.688452899,0.272069603,0.389511913,-0.237587541,0.117027111,0.061811674,0.129807502,-0.041194696,-0.298290342,-0.18388319,0.087094672,0.134787291,-0.040341895,-0.166214988,-0.297880471,-0.399731159,-0.262767613,0.203584954,-0.168773845,-0.127072915,-0.203991577,9606.ENSP00000430000
RMDN2,-0.27584818,0.551454186,0.243237525,-0.060746979,-0.006107195,-0.244619086,0.575771451,-0.55755657,-0.442731261,0.414148718,-0.206557646,0.140793189,-0.413424194,-0.4311575,0.256309599,-0.164999828,-0.28180027,0.346581489,-0.187718034,0.098554067,-0.339742601,0.010236546,0.134324953,0.51405549,-0.111171439,0.291155398,0.008399019,0.495000631,0.166647211,-0.097020872,0.234949082,-0.244920552,-0.424275964,0.161627069,0.042694747,-0.019931223,0.394918501,-0.139823869,0.274433047,0.05018267,0.020150844,-0.070465349,-0.349504262,0.031334359,0.306663066,-0.363817066,0.320422947,-0.119540125,0.207163438,-0.459216565,0.591066599,0.298043609,0.244978398,-0.385693908,0.384693623,0.498682201,-0.374960065,-0.112006001,0.341905147,-0.238014877,-0.285197198,-0.118705355,-0.840761542,-0.345756233,9606.ENSP00000234195
UBIAD1,-0.098942406,0.269210428,-0.311260194,0.161446124,0.120724931,-0.572842419,-0.176502228,-0.509788454,0.382798374,-0.357220024,0.197008893,-0.103471406,0.243465006,-0.191952214,0.088444181,-0.68031168,-0.293002069,-0.650651097,-0.541341066,0.066318102,0.710306406,0.300077885,0.014862612,-0.200311989,0.246678039,-0.117622644,-0.04971917,0.633807719,-0.44257316,-0.530674338,-0.066574961,0.055973072,-0.20235306,0.425617397,0.07207983,0.352741569,0.55755645,-0.305917799,0.341884047,-0.419769436,0.25962007,-0.106025271,-0.074228853,-0.426742107,0.120936915,-0.313471019,0.506773412,-0.304601133,-0.17158553,-0.241457984,-0.087506548,-0.411301821,-0.23510319,-0.249174431,-0.104672246,0.33970207,-0.188828453,0.152655482,0.342223197,-0.083131664,0.135289922,-0.418052912,-0.155370027,-0.448742121,9606.ENSP00000366006
METTL6,-0.277798265,-0.113721274,-0.086993918,0.293927938,0.008594051,-0.017302617,-0.033865578,0.034699429,-0.457013816,-0.087945424,-0.246396974,-0.105662137,0.356530339,0.490686178,-0.053622734,0.041364178,0.464563459,-0.270123899,-0.206839874,0.049326617,0.834778786,0.178725496,0.166692197,0.35818097,-0.220875904,-0.281775922,0.212014198,-0.19380939,0.339004129,-0.211280778,-0.171711937,0.056474619,-0.044862892,-0.049054801,0.236199468,-0.021908075,-0.277346879,-0.084939077,0.495540023,-0.027669234,0.095319413,-0.065122768,0.195389301,0.282589138,0.359544665,0.99073863,-0.083667316,0.371528417,-0.074128956,-0.170432448,-0.405375659,0.321700156,0.404707253,0.188307628,-0.025102599,-0.12121661,-0.095253959,0.319489986,-0.237117693,-0.094971843,0.234061092,0.232701048,-0.093690045,-0.195712253,9606.ENSP00000407613
HIST1H3I,-0.295428663,0.321021348,0.790225387,0.049426839,0.332253605,-0.051590376,-0.152072251,0.298687488,-0.262421727,-0.170567021,0.285322726,0.14716129,-0.248862728,-0.158160493,-0.142004281,0.23013103,0.162298337,-0.092505544,-0.359657168,0.154566959,-0.214532167,-0.419594944,0.149374709,-0.099023573,0.358112693,-0.327008009,0.04381125,0.26209721,0.144891217,-0.081928939,-0.188760355,0.076284274,-0.209847182,0.11615672,0.008851707,-0.214542389,-0.064800091,-0.123388015,0.144649863,-0.195764199,0.203379005,-0.396538526,-0.282847553,-0.173407823,-0.332473129,0.234670341,0.052594088,0.349427015,0.344505876,0.005981424,0.128135338,0.497019142,-0.309536785,0.183997586,-0.933806002,0.244142741,-0.408597648,-0.000327556,0.348065287,0.233006522,0.010559942,-0.226377994,0.311257124,-0.353335947,9606.ENSP00000483283
PSMB10,0.090450652,-0.112677887,-0.218359277,0.090467192,0.138864145,-0.032290481,-0.096267454,0.029460026,0.034264632,0.041495692,-0.047133021,0.105553687,-0.337062597,-0.065590851,-0.224555597,0.014721936,0.12549527,0.175396785,0.195154458,0.177213266,-0.002441911,0.136049822,0.011989275,-0.403117687,-0.199485764,-0.073750801,0.116469935,0.226365656,0.142996654,-0.057833277,-0.080145337,-0.291932404,0.061903484,-0.24337709,-0.069495931,-0.02300675,-0.004766678,-0.079819791,0.413743407,-0.427313864,-0.181222081,0.092902578,-0.168136224,-0.189885974,0.175768197,0.211766571,0.099180415,0.074861117,-0.092642896,-0.05015552,0.039658252,0.000461271,-0.162470296,-0.089085884,0.022914991,0.017860508,0.241268605,-0.042344578,0.32394892,0.368935317,0.044061396,-0.165443167,-0.11159274,-0.023974493,9606.ENSP00000351314
ALKBH8,0.704187751,-0.200515255,0.039958958,-0.14804107,-0.162264287,-0.159805521,0.247805491,0.043750498,-0.225522488,0.230889961,0.171728641,0.602186978,0.141161889,-0.407368064,0.426275402,-0.344566196,0.212305218,-0.136456251,-0.341846555,0.050768629,-0.210415781,0.32051304,-0.174311608,0.095657982,-0.826183856,0.149502888,-0.273101985,0.041965246,0.29219225,0.110179044,-2.39E-05,0.196923435,0.10121765,0.352351516,0.12831752,0.018561203,0.309823543,-0.54786706,0.091008119,0.426028639,0.034277663,-0.313315839,0.031579398,0.515221953,0.02794675,-0.260268629,0.246883959,-0.027240252,0.009796209,0.139191404,0.680101991,-0.499392599,-0.074815035,0.382794946,0.423006117,-0.36697492,-0.05595202,0.109988719,0.017594518,0.197309658,-0.11043787,-1.130774498,0.167946979,-0.164032534,9606.ENSP00000397673
NOTCH4,-0.02196298,-0.369747698,0.414510608,-0.072750442,-0.029593967,0.069302149,-0.010655795,0.27187258,-0.009275506,-0.085707508,0.081854641,-0.095200464,0.020866327,-0.086694114,-0.176760733,-0.110816553,0.153457493,-0.081664898,-0.146884784,0.286793202,0.002999759,-0.02544247,0.026439998,0.218529597,0.059010509,-0.168599665,-0.245295271,0.295041502,-0.092621565,-0.077555023,-0.093272805,-0.018956715,-0.244202033,-0.115251109,0.114824481,0.049359061,0.070371456,-0.125098467,-0.149545684,-0.069016509,0.207370207,0.116936795,-0.040686637,-0.316440523,0.172827899,-0.210934609,0.060762689,-0.013985449,-0.163424537,0.14119941,-0.039006054,0.120278366,-0.08441548,0.153831571,0.151247457,-0.051961251,-0.012566228,-0.023865441,0.231849521,0.057257522,0.166454166,-0.055703249,-0.054186359,-0.051123545,9606.ENSP00000364163
C6orf222,-0.199860662,-0.054836094,0.171804473,0.054321911,0.078419819,0.034367837,0.224032149,-0.074071757,0.191285595,0.118734762,0.100267395,-0.484026998,0.497390389,-0.104748756,-0.045418154,-0.07887055,0.483232021,0.216492131,0.076159641,0.030206392,-0.114227921,0.210651681,0.046971582,0.033981219,0.154269561,-0.11474698,0.173821658,-0.241408899,0.581678748,0.180354148,0.192999452,-0.40433079,-0.220409483,0.114628986,-0.047998887,-0.672591507,-0.194024324,0.15157719,0.022129642,0.06697651,0.240355104,-0.388941348,0.211699992,0.026406026,0.314557225,-0.022903956,-0.180557117,-0.185658529,-0.216011778,-0.281904161,-0.129581571,-0.129386902,-0.069779977,-0.642569244,-0.048264474,0.193533838,0.194815233,0.219231427,-0.204633012,-0.136286914,0.087169826,-0.368027955,0.058276094,1.144837379,9606.ENSP00000418983
ZFP69B,0.108110957,-0.190603644,0.297814757,-0.053707752,-0.038982801,0.111469299,-0.051811706,-0.100206114,-0.057102215,-0.132001966,0.111955315,-0.131614223,0.027463319,0.011810693,0.109025687,0.120324224,-0.063340373,0.275031418,-0.104847856,-0.16215007,0.120987087,0.141163379,-0.274730384,-0.006938893,-0.102018721,-0.377187878,0.019239379,0.135955185,-0.141571134,-0.035935171,0.216217309,0.090983719,0.157361418,0.111692265,0.075930782,0.06343472,0.118833989,-0.076606132,0.275806397,-0.009983443,-0.409864455,-0.076369539,0.200288847,-0.039615516,-0.042957269,-0.03945674,-0.081149891,0.184204563,0.006880549,-0.140912458,-0.159485206,0.155904487,-0.03617138,-0.207190275,0.194611177,-0.109068915,0.096552745,0.276581734,-0.520616174,0.220529228,-0.031474449,-0.264758945,-0.107116677,0.029522978,9606.ENSP00000399664
CYB561A3,0.546120107,0.385473102,0.268709391,-0.173335195,-0.35756278,0.016794257,0.140618905,0.332114875,0.183853582,0.541556776,0.095978878,-0.328472197,-0.260191232,0.128293768,0.310034484,0.088137753,-0.004886692,0.263848573,-0.469344229,0.055732258,-0.625959516,0.029438602,-0.099063337,-0.459376007,0.654879391,0.015741281,-0.301319748,0.190030798,0.043421552,-0.271492541,0.187825933,0.35884884,-0.511177003,0.021704078,-0.0684404,0.060526341,-0.212486163,0.352856189,-0.212203786,0.185347423,0.05920184,0.197289512,0.533510566,-0.307094365,0.00325881,-0.328277916,0.055925239,-0.091052823,0.100273035,0.056443878,0.49168995,-0.033795424,-0.144253612,-0.260787159,-0.480292678,-0.470708489,-0.403658956,-0.284375936,0.08046677,0.380685717,-0.350069791,0.355561793,-0.103234887,-0.155555442,9606.ENSP00000389745
NPFFR2,-0.133689404,-0.053440217,-0.269128263,0.084111765,-0.328606129,0.12151593,0.042060971,-0.147300541,-0.252378702,0.169316903,0.057413671,-0.112237111,-0.097280137,0.535421789,0.118076757,-0.05104864,0.137719065,-0.160578415,0.240307286,0.134225115,-0.105950013,0.212307602,-0.128112614,-0.101547316,-0.033303156,-0.062102135,0.021809565,-0.012236211,0.184123233,-0.006623542,0.379100919,-0.030343512,0.071107179,-0.179286629,0.113837488,-0.061522488,0.047754169,0.077273935,0.102270328,-0.135791093,0.095439367,-0.227431223,0.001275601,-0.120049313,0.050620764,-0.044867374,-0.272791415,0.014144319,0.30331406,0.161905169,-0.081410252,0.142632082,-0.086265251,0.214194998,-0.056349874,-0.057590999,-0.134652838,-0.086824574,-0.002823677,0.026255297,-0.13416335,-0.046353452,0.252570927,-0.20359987,9606.ENSP00000307822
STK39,-0.057715427,-0.076312311,0.028145425,-0.185354814,-0.196099937,0.136988565,-0.193097547,0.050508901,0.4200297,-0.228700146,-0.004416036,-0.06750457,0.78957957,-0.27662459,-0.024241952,-0.23483941,-0.040464822,0.369998276,0.03199381,-0.115198582,-0.1777004,0.366456985,0.092899345,-0.111653052,0.062663175,0.000145135,0.131715,-0.098156802,0.214317471,-0.3550556,-0.001414027,-0.137682378,0.099402614,0.215969741,-0.061960559,-0.089057043,-0.436445206,-0.236681715,-0.034300484,-0.027189903,-0.059123095,-0.322503448,-0.048684761,-0.743979514,0.040544331,-0.129445031,-0.15183644,0.042300232,-0.026184471,0.199437439,-0.089687526,0.172272682,-0.208294734,1.067378998,0.104331531,0.520566165,0.07473892,0.110363685,0.043936472,-0.13209635,-0.351194263,0.010198776,0.022708945,0.071747258,9606.ENSP00000348278
MFAP5,0.024871219,-0.134752348,0.263962269,0.106231742,-0.171235546,0.36318925,0.314634323,0.052154083,0.271445543,0.3282516,0.352517009,-0.223737821,-0.180431351,0.04716197,-0.426151901,-0.310349524,-0.312799811,0.375808686,0.371337235,0.006591927,-0.052276157,0.001251348,0.033155825,0.253416479,0.080568455,0.430071801,0.196435675,-0.370645791,-0.156989738,-0.025488194,-0.508904338,0.107233316,0.375056684,-0.259694159,-0.117977932,0.027396983,0.201821119,-0.005489952,-0.307047367,0.390644759,0.247875988,-0.389973789,0.917819083,-0.090799749,-0.379197657,0.275752813,0.336503148,0.27135855,-0.474554688,-0.326516032,-0.002388813,0.13522169,-0.078090571,0.146657839,0.08726342,-0.49770838,0.265439391,0.51835078,-0.010773165,0.279315919,-0.280457944,-0.136965096,0.168236628,0.199373946,9606.ENSP00000352455
KCNN4,0.607115626,0.035303727,-0.31498462,-0.068391472,0.570512712,-0.143176481,-0.330048025,-0.004275563,0.073279202,0.092092507,0.435031205,0.172421396,0.128682822,0.233401731,-0.223316804,-0.241893977,0.223583981,-0.094016477,0.025166292,0.103832707,0.280335575,0.205369279,-0.246794447,0.21800597,0.443697006,-0.14768295,-0.447191149,-0.156798035,0.090085968,0.170928583,-0.077151828,0.409950614,0.422040284,0.360563546,-0.345128834,0.151387513,0.103649497,-0.135377556,-0.508731663,0.621350884,0.156442299,0.179822311,-0.043557987,-0.1475555,0.355480224,-0.174371645,0.066512339,-0.066878229,-0.116155595,0.465859622,-0.369026333,0.366010755,0.349874169,-0.147664875,0.009694365,-0.006536904,0.295330077,0.018794058,-0.376634479,0.02601655,0.363764584,0.164363578,-0.140387148,0.007186153,9606.ENSP00000262888
ATG12,-0.051797897,0.186398774,0.143067583,0.150137544,-0.002051783,0.154891983,-0.090500586,0.086244635,-0.267275751,-0.107919045,-0.052505653,0.169945911,0.031674009,0.157069907,-0.148046643,0.016611528,-0.023349006,0.001725446,0.028044488,-0.082097046,-0.121723585,-0.230180159,-0.054685261,0.055320088,-0.077533901,-0.042432711,0.097018093,-0.098175846,-0.224753037,-0.168332845,0.156596407,0.112161234,-0.423132688,0.031418476,0.109167486,0.193459824,0.232167587,0.058293737,-0.159299672,-0.103710644,0.017682318,-0.060325682,0.083148472,-0.062591903,-0.000308443,0.046004985,0.037532534,0.143820375,0.148620948,-0.068434872,0.135149732,0.211126179,-0.40399915,-0.087162413,0.048973806,-0.086107478,-0.005030463,-0.0245024,-0.138650298,-0.051076904,-0.008785089,-0.083413579,0.09323559,-0.205459163,9606.ENSP00000425107
KPNA3,-0.175906941,0.059014235,0.25425595,-0.000208437,0.627795994,0.136250526,0.164682418,0.26504159,0.518602252,0.052973948,0.165980577,-0.337786138,0.51207763,-0.1828181,-0.471856564,-0.256802976,0.028949717,-0.308049738,0.625577092,-0.230684698,-0.223724023,0.169410557,-0.103936471,0.129157126,0.17847535,0.037343435,0.179762557,0.160159901,0.138841346,-0.026197925,-0.018795695,0.242309555,-0.446634561,0.12938416,-0.343255788,-0.085659645,0.028067369,-0.212550655,0.591946721,0.142360374,0.05155912,-0.117966175,0.471738905,0.202963427,-0.112768702,0.304995686,-0.034530364,0.137265638,-0.259234846,0.126486525,0.12720795,0.134137765,-0.262102067,-0.32617107,-0.265881151,-0.217921689,-0.169500098,-0.176922962,0.050427783,-0.060346477,-0.16781956,-0.349038005,0.271247685,-0.416139305,9606.ENSP00000261667
BEX2,-0.215838075,-0.333354652,0.160286471,0.274282783,0.001906737,0.123989843,0.244091451,0.022915548,-0.029574143,0.063366711,-0.247906119,-0.266388863,-0.101663381,-0.203800172,0.025428228,0.160101578,-0.129588306,-0.107476242,0.109133631,0.087951146,-0.072925076,0.005059255,0.311905533,0.022709588,-0.211166263,-0.037999682,0.181571782,-0.217210382,0.321623296,0.05032564,0.322341323,0.020686101,0.069053598,-0.104895242,0.021074712,0.194094002,-0.060258489,0.127231851,-0.007713638,0.025780065,-0.098975338,0.107833959,-0.002836742,-0.07333295,-0.035261787,-0.082794018,0.143470034,-0.118833214,-0.004486685,0.089173593,-0.212280497,-0.179922268,-0.019941233,-0.138179347,-0.236072361,-0.037494179,-0.013770654,-0.234470278,0.172167093,0.255276889,-0.038697004,-0.024882481,0.016057566,-0.0195766,9606.ENSP00000442521
CCNG1,-0.093730584,-0.18994841,0.03942674,-0.122983895,-0.082706787,0.012662191,0.027003888,0.251830757,0.146290883,-0.199665397,0.126858979,-0.062331568,0.137910217,-0.086041339,-0.174640238,0.289787889,-0.086134069,-0.10784775,0.052182876,-0.371575713,0.207551062,-0.12915419,0.155906573,-0.48293367,0.027018748,-0.228879064,-0.111264072,0.029458368,-0.251165897,-0.041255422,-0.16928415,0.169153407,-0.116619512,0.033670358,-0.110656634,0.170659661,0.075032562,-0.10030587,-0.092452168,0.094354138,-0.164600477,0.132759959,-0.21517311,-0.208295435,0.142257601,0.082865752,-0.090139866,-0.020635689,0.012049617,-0.194031239,-0.192855373,-0.053941336,0.123613045,-0.082285136,0.04020476,-0.114420123,0.159862146,-0.169255018,-0.089028195,0.269395441,0.022687111,0.066899642,0.092052802,0.032531466,9606.ENSP00000344635
TOMM40L,-0.088278517,0.101377316,-0.0530384,-0.004731336,-0.027851202,-0.081286095,-0.05799092,-0.151953682,-0.264878362,0.025286941,0.196093783,0.018211016,-0.119397968,-0.006296304,-0.119549379,0.033562306,0.137117177,-0.196435779,0.336914122,0.059930615,-0.277727127,0.09693078,0.076923296,-0.038552318,0.162193939,0.029714841,0.022943873,-0.100838579,-0.090144351,-0.153897107,-0.063411571,0.138907343,-0.318975985,0.046512138,0.154967964,-0.092685603,0.224987358,-0.134639859,-0.128059119,0.071326151,0.108313195,-0.322217524,0.302332342,-0.084587269,0.299464047,-0.028134469,0.109208144,0.066313408,-0.059352089,-0.058731548,0.149231374,0.294362247,0.170878887,0.070737749,0.176291555,-0.103626169,-0.087453991,-0.149571002,-0.234216198,-0.103193179,0.147493258,0.019235272,-0.023340574,0.017649869,9606.ENSP00000356967
MOB2,-0.183644995,-0.132064581,0.152431697,-0.129570961,0.060556158,0.125176713,0.142412052,-0.089059733,0.077214889,0.233719006,0.301534355,0.19690986,-0.428894371,-0.049871858,0.032162465,0.313010246,-0.250904053,-0.124149203,0.007927911,-0.014768214,-0.12864466,-0.091943845,-0.086753912,0.218161181,0.176238135,0.089707978,0.66201812,-0.066529073,0.198082626,0.458440036,-0.080526352,0.093065038,0.42251572,-0.087064296,-0.141505569,0.21847178,0.11929673,-0.151819557,0.091088429,-0.045864642,-0.166081533,-0.040195536,-0.487576693,0.037068404,-0.029118394,0.052940357,-0.097887367,0.032490704,-0.113314889,0.174046278,0.437833995,0.061817728,-0.197020411,0.174147606,0.064721569,0.108177274,-0.156883478,0.198199198,0.053792112,0.062088277,-0.177192837,-0.103933714,0.093410097,0.237416461,9606.ENSP00000328694
