,go_feature_0,go_feature_1,go_feature_2,go_feature_3,go_feature_4,go_feature_5,go_feature_6,go_feature_7,go_feature_8,go_feature_9,go_feature_10,go_feature_11,go_feature_12,go_feature_13,go_feature_14,go_feature_15,go_feature_16,go_feature_17,go_feature_18,go_feature_19,go_feature_20,go_feature_21,go_feature_22,go_feature_23,go_feature_24,go_feature_25,go_feature_26,go_feature_27,go_feature_28,go_feature_29,go_feature_30,go_feature_31,go_feature_32,go_feature_33,go_feature_34,go_feature_35,go_feature_36,go_feature_37,go_feature_38,go_feature_39,go_feature_40,go_feature_41,go_feature_42,go_feature_43,go_feature_44,go_feature_45,go_feature_46,go_feature_47,go_feature_48,go_feature_49,go_feature_50,go_feature_51,go_feature_52,go_feature_53,go_feature_54,go_feature_55,go_feature_56,go_feature_57,go_feature_58,go_feature_59,go_feature_60,go_feature_61,go_feature_62,go_feature_63,string_id
AGO4,-0.005275234,-0.077213541,0.034915604,0.08386571,-0.249730021,-0.063816205,-0.215503678,0.417053789,0.124811321,0.122576512,-0.04444791,0.36243704,-0.100419514,0.051926255,-0.215625003,-0.207149237,0.079127528,0.309581697,0.048051506,0.04487323,0.168890283,-0.04170417,-0.40008375,-0.084487647,0.080087714,-0.200486556,0.202309296,0.016270658,-0.154161736,-0.092883892,-0.069149427,0.020425729,-0.216659367,-0.040328782,0.12740016,-0.199113667,-0.101369902,-0.042891156,-0.077247061,0.414196908,0.059418794,0.301859349,-0.234884202,0.127501264,0.003980312,-0.008357904,-0.199506655,0.048268221,-0.042196326,0.031904321,0.119265564,0.026002169,-0.109374195,-0.073381424,-0.20850648,-0.187049344,0.071033865,0.36607036,-0.160839066,-0.343549192,-0.058307976,0.129223675,-0.138810828,-0.146717519,9606.ENSP00000362306
SLC22A18,0.083973438,0.573893189,-0.196865156,0.140410617,0.269076943,-0.421077639,0.092014261,-0.320180297,-0.234755322,0.290302306,-0.097566426,0.152602538,-0.105272174,-0.03011981,0.747029305,-0.328708023,-0.21319066,0.287628055,0.190838397,-0.853605866,-0.051349953,0.280177742,0.427433044,-0.283016771,-0.43523398,0.434509933,-0.183728948,0.174005315,-0.281517714,-0.040738616,0.081744067,-0.548630059,0.39746204,-0.087252624,0.484553933,-0.139383167,0.261336952,-0.137359828,-0.04825012,0.085203081,0.521186113,-0.173799261,0.105183296,-0.450374514,-0.703420162,0.392303437,0.12872307,0.456348926,-0.067828082,-0.097422197,0.507002175,-0.020078594,0.516110659,-0.309937596,0.130159795,-0.28126809,-0.142222092,0.041880745,0.210596368,-0.25805077,-0.227139562,0.004705864,0.247674391,-0.051317006,9606.ENSP00000369948
THAP11,0.040785436,-0.097875275,0.002893656,-0.084662139,-0.084572509,0.180119589,-0.143199608,-0.187069535,-0.199024215,0.081705421,-0.122660086,0.005580293,-0.1644876,-0.106829986,0.124833927,-0.013918212,-0.012409623,0.022864183,0.106300905,-0.254175037,-0.013898047,0.213329658,-0.34093377,0.254755944,-0.035365779,-0.192106798,0.200907871,0.193410546,-0.26297152,-0.192980528,0.087132283,0.008166449,0.064981222,0.007120129,0.058038663,0.124465033,-0.061585627,0.264514774,0.1930103,-0.268181592,-0.472704351,0.142232031,0.178414956,-0.015772542,-0.028954955,-0.17457372,0.138066337,0.24123618,-0.137017712,-0.145231649,-0.076853372,0.239722759,0.034220729,-0.214258179,0.056959096,-0.028548861,0.365177989,0.337195486,-0.438123584,0.074529231,0.04603558,0.067661628,-0.161933109,0.059117969,9606.ENSP00000304689
PSMC5,0.512869775,-0.170099363,-0.182258725,0.005057577,0.065852433,-0.233198285,0.246767625,0.392241538,0.472749114,-0.455068767,-0.195943505,0.166698962,-0.290935606,-0.449271411,0.051926896,0.178165346,0.01723293,0.448676586,0.238533884,0.452119023,0.232327119,-0.160027444,0.244907662,0.107837215,0.273705304,0.089053385,-0.047576685,0.134153053,-0.284754902,0.026101099,-0.066162519,0.119649708,-0.040640928,-0.154258758,0.358370513,-0.290389478,-0.190996543,0.14259319,0.445703685,-0.348691404,0.248446435,0.494912595,0.470157802,-0.36726737,0.310788989,0.042499054,0.476208329,0.585096002,-0.422023267,0.425081044,0.14393194,-0.255821556,0.058136225,0.2457425,0.039951231,-0.050912924,0.186834455,0.483263016,0.358935893,0.173310369,0.291073084,0.197162792,-0.239546448,0.175271541,9606.ENSP00000310572
CCND1,-0.393806338,-0.144057974,-0.091481432,-0.071191855,-0.141835794,0.091755658,0.002163849,-0.049665738,-0.149614885,-0.236658812,-0.019048341,-0.206882775,0.056451421,-0.106226966,-0.059865516,0.270642281,-0.034053475,-0.144560635,0.161032408,-0.189211667,0.010000331,-0.141054645,0.040182583,-0.345536828,0.002943073,-0.184926495,-0.008540572,0.169188082,-0.216897219,-0.082480349,-0.109144785,-0.128526464,0.026405351,0.186131462,-0.096166916,0.076958232,-0.040897917,0.06464982,-0.039989579,0.185373977,0.186084524,-0.146568373,-0.22719422,-0.389633805,0.244832173,0.085484572,-0.173929304,-0.060951423,0.126899227,-0.020595923,-0.315579623,0.138344258,0.054383703,0.06327191,0.067504875,0.092500083,0.059580222,-0.065832943,-0.002189237,0.356978714,-0.114290431,-0.037109952,0.038053099,0.282954991,9606.ENSP00000227507
ZDHHC9,0.109154031,0.320011169,0.031368043,-0.098250948,0.093239583,-0.424478084,0.059832521,-0.168076575,-0.307430595,-0.33035332,0.099558204,0.055165317,-0.027743269,0.335251033,-0.39064014,-0.621844232,-0.250224739,0.30269143,0.389378697,-0.400847048,-0.430015802,0.274020463,-0.354042292,0.340351552,0.198766768,-0.109449744,-0.460421741,0.072601981,-0.132015347,0.12661992,-0.045528114,0.224310219,-0.533937037,-0.159082234,0.023461936,0.237600297,-0.333628863,-0.221174344,-0.415597022,0.151942208,-0.279898584,0.347621441,-0.444783747,0.621018112,-0.536146998,0.284625858,-0.17853184,-0.034363158,-0.227890238,0.106956303,-0.077737331,0.045083743,0.300174654,0.191542536,0.147998124,-0.268926024,-0.054808475,-0.122491769,-0.126816854,0.375175267,-0.370527625,-0.06824296,0.098251909,-0.192974105,9606.ENSP00000349689
NEK1,-0.349478781,0.029616158,0.229161367,-0.068257809,-0.21788469,0.348029047,-0.197882593,0.066170476,-0.128933549,-0.142476082,0.233219787,-0.137415543,1.123426676,-0.34569636,-0.067363806,-0.244617045,-0.14411965,0.494679421,0.014218932,0.069701463,-0.130702615,0.338311434,0.056515623,0.182815611,0.058543924,0.280911922,0.105079107,0.139410555,0.19105348,-0.660379231,0.244500548,0.038770907,-0.021415006,-0.08952722,0.152036279,-0.141321108,-0.249696761,-0.138280511,-0.003019064,-0.069692455,-0.334398001,-0.550928831,-0.124932066,-0.836687267,0.024084453,-0.08709842,-0.212328047,-0.149469823,-0.135507226,0.358507425,0.356159061,-0.142589927,-0.309455782,1.614245057,0.158296674,0.577142715,-0.022551581,0.192097068,-0.207470879,-0.22822468,-0.600919247,-0.14216809,-0.003904366,0.094147429,9606.ENSP00000424757
KCNB1,0.017698301,-0.059476644,0.068426289,-0.074675508,0.06876865,0.189461425,0.058917288,0.074498855,0.150230855,0.119386092,0.194736734,0.011291105,-0.285194576,-0.092821844,0.062395986,0.071337067,0.127766982,-0.041235022,-0.247909248,-0.326651275,0.129259959,-0.015509141,-0.211127654,-0.117154658,-0.260601401,-0.004419101,0.361097366,0.107782759,0.073359281,-0.136966214,0.020002058,-0.077547468,0.119417436,0.003037622,-0.029950874,0.169252768,-0.23920761,0.175291002,-0.103440352,-0.053880408,0.207610875,0.183577269,0.052578356,-0.077578403,-0.014107374,0.072321959,-0.03900139,-0.134133533,-0.165270582,0.079212464,0.210725725,0.042321939,-0.036052648,0.116166964,-0.241368651,0.039666008,-0.102189139,0.204327583,0.092871614,-0.099047564,0.095080808,-0.20567438,0.198738217,-0.118576922,9606.ENSP00000360806
TOMM20,-0.121585734,0.214956582,0.077194996,0.019814475,-0.064709336,-0.312491149,-0.098818295,-0.107156627,-0.18585141,0.006753839,0.153072998,0.04202066,-0.231026396,0.008780304,-0.162117139,0.290716201,0.318955511,-0.133777007,0.246658966,-0.05459645,-0.169709921,-0.083728224,0.170428202,-0.300552309,0.171107829,-0.05217154,-0.004519674,0.130493194,0.00145616,-0.223275572,0.064081691,0.173875079,-0.311290324,-0.084087409,0.176918641,-0.131061271,0.270229518,0.028753271,-0.06618759,0.246945798,0.385626078,-0.371885449,0.100872859,0.037138715,0.442683756,-0.2090794,-0.054379519,-0.100278631,-0.012383973,-0.258489847,0.163966298,0.105212696,0.339192033,0.07617157,0.277222306,0.009181874,-0.035345111,-0.144193962,0.124227464,-0.192204803,0.172747478,-0.139942423,-0.056075074,0.00526293,9606.ENSP00000355566
RELA,-0.324505627,-0.238823608,0.188590556,-0.01984046,-0.155942306,-0.172262132,0.123375192,0.060744941,0.022567172,0.137828901,-0.091192439,-0.174141139,0.184684753,-0.023889335,0.033207178,0.04460204,-0.026176807,-0.112433009,0.22133486,0.092196785,-0.058763269,0.029237505,0.195670515,0.077299155,0.203923985,0.058762576,-0.227297902,0.152972355,-0.267825186,0.214236692,-0.271956086,0.094440535,0.049620371,-0.151897907,0.066773683,-0.318156451,-0.170360208,-0.047734953,0.104094923,-0.116244659,-0.079262048,0.016639259,0.034974772,0.189740449,-0.018603323,0.101459302,-0.104155459,-0.228277057,0.017144263,0.005217998,0.080515876,0.074695989,0.143425614,0.133443579,-0.163535967,0.085948594,-0.042688224,0.028008532,-0.142263547,0.246077687,-0.139596835,-0.204657361,0.097583532,-0.063422062,9606.ENSP00000384273
SLMO1,-0.260632843,-0.693839908,0.205335677,0.103336275,0.156529054,-0.257046163,-0.065472417,0.40059793,0.069231421,0.357544571,0.400918007,-0.088391289,-0.737072647,0.218756124,-0.407024533,0.012701462,0.059129912,0.389403343,0.247675478,0.253059596,0.146168783,0.006849601,0.411615312,0.327743977,0.497408122,-0.238539994,0.543507993,-0.052025568,0.404102713,-0.29824844,-0.353251815,-0.25510174,-0.324086934,0.479577631,-0.007484921,0.432133228,-0.150088295,-0.09416277,-0.157589749,0.408203065,-0.16788204,0.092594005,0.046554882,0.354113013,0.29868871,0.066053651,0.277489662,0.078649893,-0.504523695,-0.110780284,-0.054810002,0.159602225,-0.140575364,0.156934544,0.460099667,0.111226253,0.029510252,0.221455872,0.050246995,0.185339108,0.120821714,-0.156526536,0.337130725,-0.124922276,9606.ENSP00000404700
PNPO,-0.08369416,0.146042064,-0.250623733,-0.138227776,-0.123087376,-0.451441467,0.05698882,0.05502234,-0.030259181,0.105842888,0.020525305,0.007709238,-0.138070971,-0.29658851,0.018372145,-0.126896635,-0.051362004,-0.03905759,-0.319230646,-0.118844308,0.093604252,-0.133789122,-0.229605705,-0.181544527,-0.091878131,0.100857943,0.010688354,-0.044267908,0.359194249,0.007813442,-0.017364375,0.103459813,-0.219079137,0.191984385,0.087461308,0.023017302,0.128396004,0.109850183,0.018153982,-0.215634823,0.14574495,-0.156298339,0.015201041,0.115625255,-0.047931086,0.017063666,-0.398776025,-0.05495536,0.072806686,0.013221243,0.034189492,0.289793313,-0.011995606,0.131668881,-0.022390891,0.000145538,0.010033378,0.091986507,-0.243546918,-0.010180554,-0.023221333,0.017630557,0.010437939,0.036902864,9606.ENSP00000225573
CNPY1,-0.096436322,0.2245543,-0.228565589,0.035724279,0.259573936,-0.155070707,0.091940939,0.226602763,-0.28060627,0.172142148,-0.117266342,-0.021096587,0.212911963,0.650576353,0.035285182,-0.113081239,0.095932707,-0.273361057,-0.166936919,0.044798698,0.147298604,-0.012517594,0.298192114,0.004901575,-0.403366327,0.067132391,0.023435598,0.12899372,-0.018095875,-0.05363274,-0.12621285,0.099457622,-0.288129658,0.010663299,0.005012897,0.057974782,0.296743274,0.103239007,0.069073558,0.086394615,0.048364636,0.092038445,-0.062683545,-0.048603233,-0.129574895,0.052778833,0.065280579,0.15799129,-0.40693599,-0.360545546,-0.057695054,0.209266573,0.029729286,-0.122857496,0.184567079,0.102201268,0.087030895,0.060757004,-0.086844489,0.231707186,-0.124619029,-0.06788636,0.040897489,-0.111873038,9606.ENSP00000317439
ACBD4,-0.174285084,-0.039102614,0.035887986,-0.091265723,-0.192575663,-0.103581384,-0.042315345,0.161002666,-0.101622961,0.315799206,0.064226724,0.125459149,0.115811773,-0.207171217,0.212776974,-0.140444607,-0.144565895,0.280139208,-0.20113112,-0.033112947,0.49683854,-0.176834136,0.018520452,-0.026982501,0.024840325,-0.121347494,-0.138807222,0.066807225,0.260187626,0.290611148,0.140384957,0.416447133,0.06911917,0.012082557,0.090121098,0.404647887,0.084896915,-0.152500585,0.094649225,-0.231899127,-0.021094671,-0.049722284,-0.106120504,-0.024034228,-0.185608894,0.210178137,-0.144268781,-0.150905371,0.019409418,-0.084566809,0.088723883,-0.098836802,0.041907035,0.14694275,0.150453106,0.065646291,-0.144918486,0.011153052,-0.064990155,-0.082414873,0.205469504,-0.20461148,-0.190322757,0.032722093,9606.ENSP00000405969
DPPA2,0.049204811,0.138470903,-0.093430705,0.29426679,-0.164263159,0.072165437,-0.13276422,-0.399552882,-0.29166925,-0.261896789,0.145870611,-0.112310015,-0.056411736,-0.08338619,-0.338248432,-0.246851027,-0.000780894,-0.062289044,0.094555669,0.526187241,-0.41122523,-0.056782443,-1.08599925,0.005081904,0.022388512,-0.120471619,-0.545113266,0.045912258,0.126768976,0.040562719,-0.379508704,-0.106786817,0.01385685,0.080915317,-0.186049014,0.412561834,-0.302615643,1.081558704,-0.038227968,0.039042078,-0.310171515,0.026119512,0.149555787,-0.079249434,0.07918667,0.23992233,0.052165553,-0.116239429,-0.053326901,-0.049771119,0.133612305,0.058461413,-0.131046519,0.269574195,-0.055838998,-0.092159525,-0.06735988,-0.28562355,0.574202538,-0.155670449,-0.01849639,-0.11797455,0.255687267,-0.138778493,9606.ENSP00000417710
GAPDHS,0.01175903,-0.524129212,0.40937677,-0.218821302,-0.184920982,-0.078749768,-0.057286303,-0.515304029,-0.166707858,-0.246940851,0.144472241,0.242493048,-0.336576521,0.067834169,-0.08327727,-0.310267061,-0.218519077,0.116447262,0.201117158,-0.327299476,-0.016182018,0.427836388,0.254915714,0.192991018,0.061740149,0.230642527,-0.231413603,0.242774129,-0.104398735,-0.558697701,0.051399823,-0.399361402,0.30613628,-0.669790208,0.060268316,-0.004280766,-0.442234308,-0.062210619,-0.023819771,0.05596628,-0.237592891,0.296443045,0.104738742,0.370949894,-0.032653872,-0.254034847,-0.086326785,0.139637962,0.500843585,0.367467582,-0.281759083,0.014596556,-0.078796022,0.171945348,-0.487215936,0.012917289,-0.870164633,-0.512813687,0.096451558,-0.435011476,0.394076705,0.01168154,-0.203951016,0.299141347,9606.ENSP00000222286
TSTD1,0.548305213,0.576215208,0.121861473,-0.036373854,-0.182910636,0.248147905,0.021977942,0.163006127,-0.409362733,-0.335915893,0.00767282,-0.49602139,0.201468125,-0.097924426,-0.466183126,-0.181298465,-0.008527912,-0.132247254,0.365435809,0.266150415,-0.046608135,-0.021558546,0.286665976,-0.046728373,-0.147339031,-0.555290222,0.318376452,-0.363228083,-0.132673636,-0.463180512,0.021613315,0.103943795,-0.161455348,0.306526005,0.178641081,-0.279871881,-0.636129677,0.048846416,0.097500071,-0.160580039,0.369797111,0.027600359,-0.415353835,0.039187368,0.101395391,0.498382568,-0.100933477,-0.315229118,-0.206102684,-0.104400329,0.055017229,0.03034842,-0.309288681,0.307652295,0.078833662,0.206483215,0.168061629,0.414303601,0.124018066,0.047099363,0.13795045,0.262276947,-0.068220139,-0.031467464,9606.ENSP00000388293
EED,0.194614381,-0.21380645,-0.032737829,0.241055638,-0.007745801,0.00773311,-0.13697511,0.008772708,0.068648353,-0.24724479,-0.093936473,0.176271886,-0.234017238,0.156974092,-0.017132958,-0.003520868,0.113972716,0.234573692,0.117255352,-0.035265449,-0.108257413,0.257985651,0.011494854,0.112653941,0.096029669,0.135656491,-0.038354613,-0.394259721,0.200302392,-0.35711354,0.144391954,-0.177711383,-0.105772138,-0.104655698,-0.085656293,0.026850069,-0.058545604,-0.088779874,-0.465398788,0.142421901,-0.455130816,-0.028591022,0.085830316,0.027697794,-0.06755621,0.007115874,0.12512739,0.323689133,-0.207357466,0.092262343,0.359675497,-0.004612874,0.021583382,0.013063333,-0.200152501,-0.12344823,0.09978234,-0.337954223,-0.256535679,-0.146434024,0.178517535,0.02689073,0.143782571,0.307750762,9606.ENSP00000263360
WASF1,0.060865652,-0.42094487,0.752300203,0.340412825,-0.149085075,0.1946816,-0.64502269,0.123270936,0.027799029,-0.16968964,0.399123967,-0.462300569,-0.105583265,0.456597537,-0.164461672,0.09702348,0.073659532,-0.202930048,-0.407836378,0.180927396,0.228913009,0.171334445,0.18155244,-0.03085679,-0.359470218,0.153580412,-0.363806903,-0.327479303,0.320402175,0.304054886,-0.325197369,0.373842359,0.195596665,0.390019178,-0.051558476,0.044787079,-0.125326574,-0.109697677,-0.105290271,-0.043522559,-0.446394056,-0.039095175,-0.175571397,0.636883736,0.359690487,0.375998229,-0.240294144,0.007737417,-0.152845353,-0.170152396,-0.095257126,0.164297864,-0.102889352,-0.285528064,-0.150236487,0.288471818,-0.351095885,0.217879847,-0.499689609,0.27405262,0.219676435,0.399909526,0.176587954,-0.486560583,9606.ENSP00000376368
TRADD,-0.046594311,0.110240154,0.062555976,0.012930633,-0.077798955,-0.090753295,0.224972337,-0.13414444,0.029082706,-0.049871061,-0.100862995,0.108501486,0.272836298,0.046630386,-0.115545563,0.201290607,-0.363986611,0.034824871,0.121955544,0.098751426,-0.109466508,-0.138377443,0.213643789,0.094485715,0.199545369,0.068596765,0.202041984,-0.015575048,0.062732115,0.031478286,-0.030906476,-0.371128291,0.119755238,0.087468535,-0.045399867,0.164348349,-0.032350764,-0.109224282,-0.138675973,0.16823855,-0.195527926,0.007559435,0.031235466,0.057423297,-0.125333816,-0.203814179,-0.025913568,0.058370445,-0.09538652,-0.08633288,-0.066962808,-0.116928317,0.178385988,-0.135833949,0.105724916,-0.158080548,-0.141954035,0.136674061,0.074065641,-0.024749339,0.571377397,0.055871356,-0.21438095,0.049637198,9606.ENSP00000341268
TMEM159,0.061614476,0.093801022,-0.210698873,0.175662562,1.137290955,-0.023899714,0.336614281,0.047517184,-0.049576323,0.201152921,0.228942826,-0.114290446,-0.142256975,0.08572188,-0.119136542,0.183195502,-0.015237635,-0.074542493,0.139230773,0.175451189,0.170645952,0.222230375,0.057454396,-0.090647586,-0.350479662,0.154923007,-0.04336644,0.048017688,-0.158363894,-0.036634881,-0.08845143,0.210874468,-0.217904463,0.126675427,0.319474548,-0.112330094,0.157197729,0.012148827,-0.137700006,-0.109784991,-0.16783157,0.194341823,-0.332656056,0.066158302,-0.11886014,-0.170727834,0.07202439,-0.306740463,0.072151594,-0.177302703,0.093832366,-0.052173026,0.012581388,0.162422135,-0.053370673,-0.028030047,-0.116622962,-0.076699741,-0.105898306,0.064517558,-0.301647604,0.179965615,0.150154427,0.469120592,9606.ENSP00000233047
PLEKHH2,-0.217894331,0.100086831,-0.045091953,0.081415012,0.022746036,-0.103864558,-0.141793862,0.053351641,-0.001908552,-0.15959014,0.086116284,-0.173017114,0.059955481,0.017799988,0.099462464,0.073270842,-0.425795734,0.050323907,-0.177597985,-0.10971842,0.03759218,-0.012042743,-0.097717524,-0.006236349,-0.077969082,0.322633564,0.05766587,-0.035061441,0.087934323,0.025406888,-0.025809472,0.151737228,0.092380583,-0.070754319,-0.035993379,0.074808985,0.029594045,-0.024220297,0.079502605,-0.17732662,-0.005606174,-0.087125413,-0.04473735,0.151428416,-0.387931854,-0.021718832,0.013536697,0.034158994,0.224840254,-0.062161628,0.059870303,0.039258797,-0.099364713,0.07833001,-0.151569292,0.004122446,-0.027713209,0.270613611,0.006921974,0.051190741,0.728074133,-0.00055269,0.074203886,0.011862197,9606.ENSP00000282406
IL2RG,0.143339232,0.642436385,-0.397469014,-0.31360504,0.031722888,-0.469586968,0.049353398,0.300650597,0.294823408,-0.17898871,-0.423810661,0.147150189,0.248619139,0.183699593,0.385153562,0.330119938,-0.252861351,-0.005310012,-0.151093438,0.049029142,-0.356951416,-0.375884742,0.025150441,-0.028175728,-0.181468651,0.174523488,0.273721814,0.004447501,0.142237306,-0.286143482,-0.083977252,0.313622117,0.254834056,-0.322330922,-0.072662622,0.00474062,0.416663557,-0.113802865,0.655372083,-0.344814777,0.066617563,0.097967021,0.248109668,0.434110314,-0.166241154,0.071014225,-0.205990449,0.658238173,-0.646717131,0.145004913,0.41861558,0.474133253,0.257650733,-0.014970226,0.37945652,-0.074415892,-0.299927235,-0.443180233,0.555552602,0.33698073,-0.331604481,0.258902311,0.318775177,0.178189978,9606.ENSP00000363318
STMN2,0.061844677,-0.054488335,0.313586831,0.002977706,-0.204250053,0.48183471,0.188514084,0.088159606,-0.44595167,0.330222011,0.253381312,0.226209328,0.260442644,-0.336289674,0.505136967,-0.133566186,0.135035664,0.699788511,-0.020088714,-0.000543627,0.866028965,-0.258192569,0.105654314,-0.137409955,-0.078825057,-0.370738477,-0.326160669,-0.197908044,0.309196502,0.011042095,-0.033525765,0.946126461,0.268612653,-0.04209087,0.020591278,0.308955669,0.019428819,-0.167272612,-0.128662139,0.032123402,0.263758689,0.01360282,-0.291457891,0.377531618,-0.100022256,0.560030878,0.085404865,0.184139594,-0.145538777,0.055118613,-0.262850016,-0.505342722,-0.090294041,0.057188179,0.22311911,-0.144844398,-0.122905388,-0.105264232,-0.064363487,-0.16273202,0.046429109,-0.1548713,0.068819642,-0.034990486,9606.ENSP00000429243
