protein,P,EP,TP,DP,EEP,ETP,EDP,TEP,TTP,TDP,DEP,DTP,DDP,EEEP,EETP,EEDP,ETEP,ETTP,ETDP,EDEP,EDTP,EDDP,TEEP,TETP,TEDP,TTEP,TTTP,TTDP,TDEP,TDTP,TDDP,DEEP,DETP,DEDP,DTEP,DTTP,DTDP,DDEP,DDTP,DDDP,has_path,num_paths,max_path_score,max_degree_score,RWR_target_0.2,RWR_target_0.4,RWR_target_0.6,thermo1,thermo2,thermo3,thermo4,thermo5,thermo6,go_sim,sub_sim,cell_ab_diff,cell_ab_diff_abs,label
9606.ENSP00000278409,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000982318,0.0,0.0,0.0,0.004098361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.00082564,0.050656788,5.66e-07,1.12e-06,4.17e-07,1.1e-07,1,1,1,1,0,0,0.5773502691896257,-0.0505380401596993,-73.7,73.7,0
9606.ENSP00000440915,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010805501,0.00994152,0.012567325,0.018907563,0.016393443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057541412,0.008547009,0.03649635,0.18627451,0.12,0.125,0.085526316,0.0,0.0,1,0.019515124,0.59115168,5.16e-06,1.5e-05,6.46e-06,2.14e-06,1,1,1,0,0,0,0.5,-0.1371185335733281,-44.3,44.3,0
9606.ENSP00000351484,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008840864,0.005847953,0.005385996,0.004201681,0.0,0.0,0.0,0.0,0.0,0.00062383,0.0,0.0,0.0,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.008031224,0.08940624,9.23e-07,7.02e-06,3.05e-06,8.73e-07,1,1,1,1,0,0,0.6666666666666666,-0.0801499377858497,-73.60000000000001,73.60000000000001,0
9606.ENSP00000360323,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00108055,0.0,0.001795332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000900698,0.0625482,2.64e-08,1.98e-07,6.58e-08,1.54e-08,1,1,1,1,0,0,0.0,0.0,-73.60000000000001,73.60000000000001,0
9606.ENSP00000360200,0,0,0,0,0.134615385,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150098232,0.20877193,0.157989228,0.195378151,0.200819672,0.086956522,0.068535826,0.029411765,0.084507042,0.01933874,0.027253669,0.011363636,0.0,0.0,0.0,0.015151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.165203032,0.32081907,2.34e-05,0.000122551,5.78e-05,2.23e-05,1,1,1,0,0,0,0.5039526306789696,0.0086388672238289,-65.8,65.8,0
9606.ENSP00000446058,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003143418,0.004678363,0.0,0.021008403,0.028688525,0.043478261,0.0,0.014705882,0.0,0.001871491,0.01048218,0.0,0.007194245,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.005179014,0.345331602,5.73e-07,3.81e-06,1.52e-06,4.16e-07,1,1,1,1,0,0,0.3333333333333333,0.0,-73.7,73.7,0
9606.ENSP00000318318,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015324165,0.019883041,0.016157989,0.016806723,0.020491803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.015912332,0.218381184,5.76e-06,1.23e-05,5.01e-06,1.46e-06,1,1,1,1,0,0,0.6666666666666666,0.1503396285932326,-40.2,40.2,0
9606.ENSP00000299505,0,0,0,0,0.019230769,0.066666667,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.02151277,0.029239766,0.061041293,0.027310924,0.028688525,0.043478261,0.028037383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.025219545,0.20844852,4.09e-05,3.56e-05,2.22e-05,1.1e-05,1,1,1,0,0,0,0.6666666666666666,-0.0759178753974873,-70.4,70.4,0
9606.ENSP00000465930,0,0,0,0,0.096153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020039293,0.030409357,0.053859964,0.023109244,0.020491803,0.043478261,0.018691589,0.044117647,0.0,0.006862133,0.012578616,0.011363636,0.007194245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.025219545,0.2212854,3.35e-05,2.44e-05,1.75e-05,9.36e-06,1,1,1,0,0,0,0.6666666666666666,-0.13245166079982,-49.0,49.0,0
9606.ENSP00000415769,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00324165,0.005263158,0.001795332,0.00210084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.003302559,0.10861074,1.43e-07,2.2e-06,7.2e-07,1.61e-07,1,1,1,1,0,0,0.0,0.0672422098449269,-73.7,73.7,0
9606.ENSP00000316794,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000491159,0.001754386,0.0,0.0,0.004098361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000675524,0.024017994,4.34e-07,1.95e-06,6.68e-07,1.53e-07,1,1,1,1,0,0,0.7453559924999299,0.0506585520103647,-73.7,73.7,0
9606.ENSP00000334300,0,0,0,0,0.173076923,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.237131631,0.297076023,0.229802513,0.168067227,0.102459016,0.304347826,0.059190031,0.102941176,0.0,0.001247661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.240186144,0.209211758,2.13e-05,0.000126189,5.57e-05,2.06e-05,1,1,1,0,0,0,0.5892556509887895,-0.0339512896533202,-73.7,73.7,0
9606.ENSP00000351008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004125737,0.002923977,0.003590664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.00367785,0.0625482,3.35e-07,2e-06,7.38e-07,1.91e-07,1,1,1,1,0,0,0.6666666666666666,0.0418409211493907,-73.0,73.0,0
9606.ENSP00000484252,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00108055,0.000584795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000900698,0.10771866,2.19e-07,2.24e-06,7.24e-07,1.57e-07,1,1,1,1,0,0,0.0,0.1050287838791663,-73.7,73.7,0
9606.ENSP00000221166,0,0,0,0,0.0,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019646365,0.028070175,0.032315978,0.023109244,0.024590164,0.043478261,0.012461059,0.0,0.0,0.014348097,0.031446541,0.011363636,0.028776978,0.0,0.0,0.015151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.024994371,0.18644472,4.25e-05,1.97e-05,1.17e-05,5.61e-06,1,1,1,0,0,0,0.4082482904638631,-0.1050803884213792,-73.7,73.7,0
9606.ENSP00000247986,0,0,0,0,0.057692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057170923,0.094152047,0.037701975,0.115546218,0.049180328,0.086956522,0.024922118,0.0,0.084507042,0.021834061,0.014675052,0.011363636,0.007194245,0.0,0.0,0.015151515,0.076923077,0.0,0.022667829,0.021367521,0.0,0.0,0.04,0.0,0.0,0.0,0.0,1,0.06972904,0.442179,2.34e-05,4.92e-05,2.4e-05,9.79e-06,1,1,1,0,0,0,0.6666666666666666,0.0362167181546099,-73.7,73.7,0
9606.ENSP00000370222,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013163065,0.001754386,0.017953321,0.00210084,0.0,0.0,0.018691589,0.0,0.0,0.003119152,0.002096436,0.0,0.014388489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.012159424,0.23265942,1.84e-06,1.08e-05,4.2e-06,1.14e-06,1,1,1,1,0,0,0.5962847939999439,-0.1311469963818196,92.9,92.9,0
9606.ENSP00000480828,0,0,0,0,0.038461538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030844794,0.084210526,0.043087971,0.023109244,0.040983607,0.086956522,0.012461059,0.044117647,0.0,0.003119152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.03895519,0.211869,9.19e-06,4.14e-05,1.99e-05,6.9e-06,1,1,1,0,0,0,0.5773502691896257,0.0,-64.3,64.3,1
9606.ENSP00000246554,0,0,0,0,0.019230769,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033202358,0.054385965,0.026929982,0.056722689,0.057377049,0.0,0.0,0.014705882,0.0,0.006238303,0.008385744,0.0,0.0,0.0,0.0,0.03030303,0.076923077,0.0,0.00087184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.03812955,0.276327986,3.99e-05,5.03e-05,2.49e-05,1e-05,1,1,1,0,0,0,0.5,-0.1980501187415062,593.9,593.9,0
9606.ENSP00000365016,0,0,0,0,0.038461538,0.266666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059037328,0.139766082,0.02513465,0.081932773,0.135245902,0.086956522,0.059190031,0.073529412,0.0,0.023705552,0.050314465,0.034090909,0.100719424,0.050847458,0.0,0.060606061,0.0,0.0,0.042720139,0.051282051,0.01459854,0.254901961,0.14,0.0,0.065789474,0.0,0.0,1,0.08654207,0.511510412,1.95e-05,6.01e-05,3.14e-05,1.28e-05,1,1,1,0,0,0,0.5962847939999439,0.019804035750547,-63.1,63.1,0
9606.ENSP00000303015,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027210216,0.028070175,0.007181329,0.018907563,0.036885246,0.0,0.024922118,0.029411765,0.070422535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100261552,0.076923077,0.065693431,0.019607843,0.02,0.0,0.197368421,0.0,0.021505376,1,0.040756586,0.6854148,2.28e-06,2.48e-05,9.6e-06,2.68e-06,1,1,1,1,0,0,0.4714045207910316,0.002072173536806,-50.900000000000006,50.900000000000006,0
9606.ENSP00000247182,0,0,0,0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.020628684,0.030994152,0.010771993,0.029411765,0.012295082,0.0,0.009345794,0.014705882,0.0,0.037429819,0.033542977,0.011363636,0.064748201,0.033898305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.028597163,0.57073709,3.61e-05,2.11e-05,1.31e-05,5.98e-06,1,1,1,0,0,0,0.5,0.0139316435877726,-71.7,71.7,0
9606.ENSP00000347322,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001768173,0.001169591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.001501163,0.17236395,5.58e-07,9.81e-07,3.76e-07,9.92e-08,1,1,1,1,0,0,0.5892556509887895,0.1396168327773326,-48.3,48.3,0
9606.ENSP00000357402,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00062383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7.51e-05,0.0135594,1.67e-07,2.67e-07,1.03e-07,2.53e-08,1,1,1,1,0,0,0.6666666666666666,-0.1174688970184343,-73.7,73.7,0
9606.ENSP00000371194,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008939096,0.01754386,0.003590664,0.021008403,0.032786885,0.130434783,0.012461059,0.0,0.084507042,0.011852776,0.01048218,0.0,0.035971223,0.016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.013885761,0.3677376,1.04e-06,9.46e-06,3.81e-06,1.06e-06,1,1,1,1,0,0,0.5773502691896257,0.2274717895617767,-73.4,73.4,0
9606.ENSP00000419101,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004715128,0.005847953,0.0,0.035714286,0.024590164,0.0,0.0,0.0,0.0,0.00062383,0.0,0.0,0.007194245,0.008474576,0.0,0.0,0.0,0.0,0.025283348,0.034188034,0.0,0.0,0.04,0.0,0.0,0.0,0.0,1,0.009307213,0.14769216,1.39e-05,1.3e-05,5.5e-06,2.16e-06,1,1,1,0,0,0,0.5443310539518174,0.0211470864906372,-62.6,62.6,0
9606.ENSP00000238651,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002357564,0.001169591,0.0,0.0,0.004098361,0.0,0.0,0.0,0.0,0.003119152,0.002096436,0.0,0.007194245,0.0,0.0,0.0,0.0,0.0,0.011333915,0.004273504,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1,0.00367785,0.11881184,3.96e-06,5.31e-06,2.43e-06,7.66e-07,1,1,1,1,0,0,0.5443310539518174,-0.0125813159904017,-54.2,54.2,0
9606.ENSP00000263946,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020726916,0.032748538,0.014362657,0.014705882,0.016393443,0.043478261,0.003115265,0.014705882,0.0,0.008109794,0.01048218,0.022727273,0.007194245,0.008474576,0.0,0.0,0.0,0.0,0.017436792,0.017094017,0.00729927,0.009803922,0.02,0.125,0.006578947,0.0,0.0,1,0.025519778,0.41124888,4.31e-06,1.97e-05,7.8e-06,2.21e-06,1,1,1,1,0,0,0.5962847939999439,0.0243395423591837,-72.9,72.9,0
9606.ENSP00000437616,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005992141,0.005847953,0.019748654,0.004201681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.006379944,0.13581918,3.07e-06,1.72e-06,1.08e-06,5.02e-07,1,1,1,0,0,0,0.4714045207910316,-0.1061094827432205,-69.8,69.8,0
9606.ENSP00000392368,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001571709,0.000584795,0.001795332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.001351047,0.03311616,6.67e-07,1.79e-06,7.25e-07,2.01e-07,1,1,1,1,0,0,0.6666666666666666,-0.1012680335999916,-73.7,73.7,0
9606.ENSP00000356105,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000294695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001247661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000375291,0.0312336,3.34e-07,1.86e-06,6.4e-07,1.44e-07,1,1,1,1,0,0,0.5,0.121453444335985,-60.3,60.3,0
9606.ENSP00000363390,0,0,0,0,0.096153846,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1021611,0.113450292,0.093357271,0.098739496,0.081967213,0.0,0.074766355,0.044117647,0.014084507,0.001247661,0.008385744,0.0,0.0,0.008474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.104631089,0.330773352,0.000538793,0.000179787,0.000134461,7.39e-05,1,1,1,0,0,0,0.5773502691896257,-0.0356108087078445,-73.7,73.7,0
9606.ENSP00000231498,0,0,0,0,0.134615385,0.0,0.0,0.0,0.0,0.0,0.166666667,0.0,0.0,0.094007859,0.10994152,0.141831239,0.056722689,0.024590164,0.043478261,0.090342679,0.014705882,0.0,0.013724267,0.004192872,0.056818182,0.035971223,0.008474576,0.090909091,0.0,0.0,0.0,0.067131648,0.025641026,0.02189781,0.029411765,0.04,0.0,0.092105263,0.017241379,0.0,1,0.108008707,0.816179364,3.56e-05,6.01e-05,3.49e-05,1.59e-05,1,1,1,0,0,0,0.6804138174397718,0.735344324932256,14.200000000000005,14.200000000000005,0
9606.ENSP00000368699,0,0,0,0,0.115384615,0.0,0.166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.479174853,0.350292398,0.484739677,0.228991597,0.270491803,0.52173913,0.37694704,0.147058824,0.028169014,0.024953213,0.008385744,0.022727273,0.0,0.016949153,0.0,0.0,0.0,0.0,0.068003487,0.02991453,0.02189781,0.029411765,0.0,0.0,0.039473684,0.0,0.0,1,0.46678676,0.51562224,2.13e-05,0.000251387,0.00010885,3.61e-05,1,1,1,0,0,0,0.5443310539518174,0.0855725216956404,266.8,266.8,0
9606.ENSP00000292385,0,0,0,0,0.019230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122986248,0.112280702,0.138240575,0.128151261,0.114754098,0.217391304,0.043613707,0.014705882,0.0,0.024329382,0.016771488,0.022727273,0.071942446,0.042372881,0.136363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.127448773,0.47458656,1.29e-05,6.71e-05,2.54e-05,7.41e-06,1,1,1,0,0,0,0.4714045207910316,0.147934343718384,15.099999999999994,15.099999999999994,0
9606.ENSP00000354957,0,0,0,0,0.096153846,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.075147348,0.059649123,0.111310592,0.136554622,0.073770492,0.0,0.074766355,0.014705882,0.0,0.113537118,0.073375262,0.068181818,0.079136691,0.016949153,0.0,0.136363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.096749981,0.48737304,1.13e-05,6.03e-05,3.05e-05,1.2e-05,1,1,1,0,0,0,0.3849001794597505,0.0331496783156116,-55.0,55.0,0
9606.ENSP00000343144,0,0,0,0,0.0,0.266666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081925344,0.15497076,0.039497307,0.077731092,0.135245902,0.173913043,0.07788162,0.058823529,0.0,0.025577043,0.077568134,0.022727273,0.050359712,0.016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.09885161,0.446126175,1.95e-05,8.69e-05,3.92e-05,1.41e-05,1,1,1,0,0,0,0.5962847939999439,-0.1041703499574746,-70.3,70.3,0
9606.ENSP00000332969,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001571709,0.0,0.003590664,0.00210084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.001426105,0.020377728,5.02e-08,6.25e-07,2.11e-07,4.88e-08,1,1,1,1,0,0,0.0,0.0148714401411866,-73.7,73.7,0
9606.ENSP00000359645,0,0,0,0,0.038461538,0.0,0.0,0.125,0.0,0.0,0.166666667,0.0,0.0,0.082318271,0.078947368,0.082585278,0.054621849,0.086065574,0.0,0.021806854,0.029411765,0.070422535,0.056768559,0.018867925,0.011363636,0.043165468,0.101694915,0.0,0.045454545,0.0,0.225806452,0.123801221,0.068376068,0.058394161,0.049019608,0.06,0.0,0.197368421,0.0,0.021505376,1,0.106807776,0.730583784,5.95e-05,6.67e-05,3.97e-05,1.85e-05,1,1,1,0,0,0,0.6666666666666666,-0.0596556951041939,169.0,169.0,0
9606.ENSP00000329093,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004125737,0.005263158,0.0,0.0,0.0,0.0,0.009345794,0.0,0.0,0.0,0.002096436,0.056818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.00450349,0.197402436,8.67e-07,3.7e-06,1.55e-06,4.5e-07,1,1,1,1,0,0,0.4714045207910316,-0.1330994276467449,-73.7,73.7,0
9606.ENSP00000230361,0,0,0,0,0.038461538,0.066666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132121807,0.114619883,0.091561939,0.138655462,0.081967213,0.130434783,0.021806854,0.102941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001743679,0.008547009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.127749005,0.23541,3.67e-05,7.31e-05,3.18e-05,1.21e-05,1,1,1,0,0,0,0.5039526306789696,0.0,-73.7,73.7,0
9606.ENSP00000246070,0,0,0,0,0.0,0.466666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013163065,0.015204678,0.0,0.037815126,0.020491803,0.0,0.021806854,0.0,0.0,0.006862133,0.004192872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.015762216,0.192223416,0.000331565,0.000169021,0.000168365,0.000103264,1,1,1,0,0,0,0.4811252243246881,-0.1288433321515661,-73.7,73.7,0
9606.ENSP00000382476,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003536346,0.012280702,0.008976661,0.00210084,0.004098361,0.0,0.003115265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.004878781,0.0625482,5.21e-07,2.64e-06,1.21e-06,3.83e-07,1,1,1,1,0,0,0.5039526306789696,-0.0873362813448517,-73.7,73.7,0
9606.ENSP00000306010,0,0,0,0,0.153846154,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.134381139,0.152046784,0.290843806,0.153361345,0.163934426,0.739130435,0.124610592,0.058823529,0.211267606,0.064878353,0.073375262,0.170454545,0.043165468,0.076271186,0.090909091,0.045454545,0.0,0.0,0.008718396,0.017094017,0.058394161,0.019607843,0.02,0.0,0.0,0.017241379,0.039426523,1,0.165052916,0.46487469,1.97e-05,0.000118394,5.49e-05,2.04e-05,1,1,1,0,0,0,0.7559289460184544,0.0853418574169301,194.3,194.3,1
9606.ENSP00000477981,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005697446,0.011111111,0.007181329,0.0,0.004098361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009803922,0.0,0.0,0.0,0.0,0.0,1,0.006229828,0.0725355,2.12e-06,3.97e-06,1.62e-06,4.71e-07,1,1,1,1,0,0,0.5,0.0839073224818325,-64.0,64.0,0
9606.ENSP00000240306,0,0,0,0,0.038461538,0.133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039685658,0.048538012,0.012567325,0.054621849,0.053278689,0.0,0.031152648,0.044117647,0.0,0.011228946,0.006289308,0.0,0.007194245,0.0,0.0,0.015151515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.043008331,0.234417148,0.000114943,4.96e-05,3.71e-05,1.98e-05,1,1,1,0,0,0,0.4714045207910316,0.1648314693956496,-69.7,69.7,0
9606.ENSP00000262629,0,0,0,0,0.0,0.0,0.0,0.125,0.083333333,0.0,0.0,0.0,0.0,0.000392927,0.006432749,0.001795332,0.004201681,0.008196721,0.0,0.0,0.0,0.0,0.040548971,0.050314465,0.022727273,0.115107914,0.110169492,0.227272727,0.045454545,0.0,0.0,0.036617262,0.111111111,0.00729927,0.039215686,0.12,0.0,0.138157895,0.0,0.082437276,1,0.02049088,0.31795296,4.25e-05,3.45e-05,1.94e-05,8.56e-06,1,1,1,0,0,0,0.4714045207910316,-0.0961988348033372,-73.7,73.7,0
