protein,P,EP,TP,DP,EEP,ETP,EDP,TEP,TTP,TDP,DEP,DTP,DDP,EEEP,EETP,EEDP,ETEP,ETTP,ETDP,EDEP,EDTP,EDDP,TEEP,TETP,TEDP,TTEP,TTTP,TTDP,TDEP,TDTP,TDDP,DEEP,DETP,DEDP,DTEP,DTTP,DTDP,DDEP,DDTP,DDDP,has_path,num_paths,max_path_score,max_degree_score,RWR_target_0.2,RWR_target_0.4,RWR_target_0.6,thermo1,thermo2,thermo3,thermo4,thermo5,label
9606.ENSP00000458570,0.0,0.0,0.0,0.0,0.0015189873417721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030061425150307,0.0051675135647231,0.0030233808116097,0.011082251082251,0.0071599045346062,0.0048875855327468,0.0024202556782921,0.0030557677616501,0.0021718895439031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0033050993186289,0.1826253,3.801009548135985e-06,2.7194824603207756e-05,1.0611171919954027e-05,3.1580169498354333e-06,1,1,1,0,0,0
9606.ENSP00000322450,0.0,0.0,0.0,0.0,0.0278481012658227,0.0560747663551401,0.0129870129870129,0.0,0.0,0.0,0.0,0.0,0.0,0.0421764327108821,0.0618379123245198,0.041588282719699,0.0618759018759018,0.0576770087509944,0.0508308895405669,0.0142733027181333,0.0160427807486631,0.0037232392181197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008292605466062,0.0007636502481863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0426207938864339,0.825923328,2.788000446080071e-05,0.0004459320169362,0.0001901037516161,6.840218302514551e-05,1,1,1,0,0,0
9606.ENSP00000377470,0.0,0.1666666666666666,0.0,0.0,0.0739240506329114,0.02803738317757,0.0389610389610389,0.003610108303249,0.0,0.0,0.0,0.0,0.0,0.0890013529450067,0.081517526483507,0.0858640150497178,0.0301298701298701,0.0334128878281622,0.0273704789833822,0.0473501303214596,0.0664629488158899,0.0577102078808563,0.006894237515634,0.0071450761105933,0.0054323223177908,0.0040779338468509,0.0072463768115942,0.0,0.0,0.0058479532163742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0863143646400123,0.471521484,0.001085776330076,0.0004218158768902,0.0004030354111358,0.0003240980969415,1,1,0,0,0,0
9606.ENSP00000386597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004413350022066,0.0004306261303935,0.0002687449610319,0.0,0.0,0.0,0.0,0.0,0.0003102699348433,0.0017998230682407,0.0027958993476234,0.0022634676324128,0.0006796556411418,0.0043478260869565,0.0,0.0054021608643457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006405108942068,0.253402344,4.88097260212459e-07,1.4527961796775698e-05,5.024315263186976e-06,1.2479512073477452e-06,1,1,1,1,0,1
9606.ENSP00000398089,0.0,0.0,0.0,0.0,0.0025316455696202,0.0093457943925233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003680806268404,0.0024115063302041,0.0018812147272238,0.0014430014430014,0.0027844073190135,0.0,0.0019237929750527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0034518173313413,0.161054694,1.8814250666024473e-06,1.775409442965579e-05,7.512505316898116e-06,2.3768769273155222e-06,1,1,1,0,0,0
9606.ENSP00000303963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
9606.ENSP00000433919,0.0,0.0,0.0,0.0,0.0410126582278481,0.0654205607476635,0.0129870129870129,0.0,0.0,0.0,0.0050761421319796,0.0,0.0,0.0541033302705166,0.0602015330290242,0.0774657350174684,0.0338239538239538,0.0381861575178997,0.0283479960899315,0.0243266724587315,0.0244461420932009,0.0179956562209121,0.0026387236508953,0.0049704877291084,0.0054323223177908,0.008608971454463,0.0028985507246376,0.005813953488372,0.0210084033613445,0.0292397660818713,0.0129629629629629,0.0070575365668613,0.0076365024818633,0.0059026069847515,0.0061780398764392,0.0082987551867219,0.0,0.0020388263451821,0.0,0.0,1.0,0.0544544692988614,0.962288748,7.625438462711606e-05,0.0002731873914187,0.0001455234850872,6.161437365359855e-05,1,1,1,0,0,0
9606.ENSP00000343129,0.0,0.0,0.5,0.0,0.070379746835443,0.1214953271028037,0.1558441558441558,0.0144404332129963,0.0,0.0,0.0,0.0,0.0,0.0731765991158829,0.0767806390491775,0.0759204514915345,0.0775180375180375,0.081145584725537,0.0361681329423264,0.0873153779322328,0.1054239877769289,0.0701210052745889,0.011637838992099,0.0074557315936626,0.0131281122679945,0.0192569098323516,0.0101449275362318,0.0377906976744186,0.0048019207683073,0.0116959064327485,0.0018518518518518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0754509212471346,0.76,0.0007949125596184,0.0005720179326824,0.0004731419233494,0.0003288763981406,1,1,0,0,0,0
9606.ENSP00000261318,0.0,0.1666666666666666,0.0,0.0,0.0020253164556962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013999725069998,0.001205753165102,0.0020155872077398,0.0054834054834054,0.0027844073190135,0.0127077223851417,0.0004964627032394,0.001527883880825,0.0003102699348433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0015192413574413,0.273,0.0007949125596184,0.0001452133967424,0.0002009645732897,0.0001949336677243,1,1,0,0,0,0
9606.ENSP00000343890,0.0,0.0,0.0,0.0,0.0015189873417721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031001975155009,0.004435449143054,0.0052405267401236,0.0004617604617604,0.0011933174224343,0.0,0.0,0.0,0.0003102699348433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.003013240906244,0.232885611,9.018067698634214e-07,4.875755807314485e-06,2.0396974322377136e-06,6.536873824239565e-07,1,1,1,0,0,0
9606.ENSP00000420465,0.0,0.0,0.0,0.0,0.0136708860759493,0.0,0.0129870129870129,0.0,0.0,0.0,0.0,0.0,0.0,0.0107276963036384,0.0098182757729739,0.0087342112335393,0.0077344877344877,0.0087509944311853,0.0048875855327468,0.006826362169542,0.0129870129870129,0.0117902575240459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0104800834241775,0.46883925,2.371691490370933e-05,5.638502783086608e-05,4.0395433833965485e-05,2.1535535141860963e-05,1,1,1,0,0,0
9606.ENSP00000478305,0.0,0.0,0.0,0.0,0.0334177215189873,0.0747663551401869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0442076589710382,0.0528378261992937,0.0343321687718355,0.0255699855699855,0.0274463007159904,0.0136852394916911,0.0361176616606677,0.0542398777692895,0.0117902575240459,0.0024709435343644,0.003417210313762,0.0,0.0002265518803806,0.0014492753623188,0.0,0.0006002400960384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0436146901015825,0.2798237249999999,8.620689655172414e-05,0.0002223648674471,0.0001216963544122,5.2781319523151544e-05,1,1,1,0,0,0
9606.ENSP00000173229,0.0,0.0,0.0,0.0,0.0232911392405063,0.0093457943925233,0.0389610389610389,0.0324909747292418,0.0357142857142857,0.1052631578947368,0.1015228426395939,0.05,0.008695652173913,0.0409030727045153,0.0481870639910429,0.1092448266595001,0.0329581529581529,0.0401750198886237,0.043010752688172,0.0113565843366017,0.0129870129870129,0.0217188954390319,0.0211250419450291,0.0323081702392047,0.0353100950656405,0.0779338468509288,0.0840579710144927,0.1337209302325581,0.0900360144057623,0.1461988304093567,0.0629629629629629,0.0851668225205991,0.1183657884688812,0.1293654697491392,0.0974445380511092,0.1576763485477178,0.1745283018867924,0.0183494371066394,0.0360480640854472,0.1076923076923077,1.0,0.0551044458713077,0.89702208,3.545596369309318e-05,0.00053175444364,0.0002637024123901,0.0001063448824873,1,1,1,0,0,0
9606.ENSP00000485582,0.0,0.0,0.0,0.0,0.0197468354430379,0.0,0.0,0.003610108303249,0.0,0.0,0.0,0.0,0.0,0.0162009738310048,0.0220911204891912,0.0326525127653856,0.013044733044733,0.0178997613365155,0.0263929618768328,0.0056472632493483,0.0076394194041252,0.0260626745268383,0.0075043470302919,0.0059024541783162,0.0076957899502037,0.0072496601721794,0.0057971014492753,0.0,0.0066026410564225,0.0058479532163742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0174405121562972,0.246537216,7.825460919648167e-06,9.771145152307026e-05,5.213687702351641e-05,2.176231331253444e-05,1,1,1,0,0,0
9606.ENSP00000308032,0.0,0.0,0.0,0.0,0.0025316455696202,0.0373831775700934,0.0,0.0,0.0,0.0,0.0101522842639593,0.05,0.0,0.0051766425258832,0.006114891051589,0.0069201827465735,0.0145454545454545,0.0103420843277645,0.0117302052785923,0.0070125356832567,0.0206264323911382,0.0012410797393732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071633996153642,0.0129820542191676,0.0063944909001475,0.0819994383600112,0.0331950207468879,0.0188679245283018,0.0039890080666607,0.0400534045393858,0.0,1.0,0.0069304540843612,0.599713415,1.1435236537867789e-05,0.0001290318778526,5.47686205575813e-05,1.875104934698164e-05,1,1,1,0,0,0
9606.ENSP00000301399,0.0,0.0,0.0,0.0,0.0040506329113924,0.0093457943925233,0.0,0.0108303249097472,0.0357142857142857,0.0,0.0,0.0,0.0,0.0036609100183045,0.0029282576866764,0.0032249395323837,0.0017316017316017,0.0031821797931583,0.0009775171065493,0.0006205783790492,0.0007639419404125,0.0046540490226497,0.0070925231078978,0.0102516309412861,0.0104119511090991,0.021295876755777,0.0231884057971014,0.002906976744186,0.0192076830732292,0.0292397660818713,0.0074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0045608792984039,0.271362,8.269109913008963e-06,1.7439694794899864e-05,1.0367288338512654e-05,4.885688158672754e-06,1,1,1,0,0,0
9606.ENSP00000263736,0.0,0.0,0.0,0.0,0.0810126582278481,0.0467289719626168,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.1138246380691231,0.113771423649987,0.0899623757054555,0.0434054834054834,0.0497215592680986,0.0332355816226783,0.0502047908650862,0.0542398777692895,0.0304064536146447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1088221698805273,0.41688144,3.518648838845883e-05,0.0004872479766237,0.0002793633502149,0.0001245029432759,1,1,1,0,0,0
9606.ENSP00000252809,0.0,0.0,0.0,0.0,0.0248101265822784,0.0093457943925233,0.0,0.0072202166064981,0.0,0.1052631578947368,0.0,0.0,0.0,0.0220577063602885,0.0296701403841185,0.0368852459016393,0.02002886002886,0.0194908512330946,0.0351906158357771,0.0116048156882214,0.014514896867838,0.0210983555693453,0.010783685671578,0.0077663870767319,0.0081484834766862,0.0299048482102401,0.0391304347826087,0.0436046511627907,0.0264105642256902,0.0116959064327485,0.0259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0239434331068406,0.7917792959999999,8.451656524678837e-05,0.000221705119171,0.0001303358973384,5.977962584224069e-05,1,1,1,0,0,0
9606.ENSP00000282096,0.0,0.0,0.0,0.0,0.0096202531645569,0.0,0.0,0.003610108303249,0.1071428571428571,0.0,0.0253807106598984,0.1,0.0,0.0120064825600324,0.0167944190853501,0.0174684224670787,0.0083694083694083,0.0123309466984884,0.0068426197458455,0.004219932977535,0.0030557677616501,0.0031026993484331,0.010066806991855,0.0139794967381174,0.0090538705296514,0.0990031717263253,0.0478260869565217,0.0610465116279069,0.0240096038415366,0.0467836257309941,0.0,0.0467385359140392,0.0355097365406643,0.0236104279390063,0.0398764392024712,0.0435684647302904,0.0613207547169811,0.0437904441095647,0.0787716955941255,0.0112426035502958,1.0,0.0195387374993886,0.62200656,1.0815253834007484e-05,0.0001964249707269,8.342954982379672e-05,2.8266565625678704e-05,1,1,1,0,0,0
9606.ENSP00000355621,0.0,0.0,0.0,0.0,0.0096202531645569,0.0,0.0,0.0108303249097472,0.0357142857142857,0.0,0.0,0.0,0.0,0.012489418812447,0.0150288519507363,0.0153856490190808,0.0028282828282828,0.0035799522673031,0.0019550342130987,0.0064540151421124,0.0091673032849503,0.0021718895439031,0.020713218022635,0.0167753960857409,0.0158442734268899,0.0450838241957408,0.0260869565217391,0.0261627906976744,0.0606242496998799,0.0058479532163742,0.0055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0149352626489069,0.21276,1.733402669440111e-05,7.247186874758027e-05,3.810847294858395e-05,1.556248436345667e-05,1,1,1,0,0,0
9606.ENSP00000441405,0.0,0.0,0.0,0.0,0.0035443037974683,0.0093457943925233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054787037773935,0.0059857032124709,0.0046358505778016,0.0034632034632034,0.0035799522673031,0.0009775171065493,0.0004344048653344,0.0,0.0003102699348433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0052424081316486,0.25148718,3.4290730529723205e-06,1.754084318194974e-05,7.536573298514607e-06,2.5338432178244195e-06,1,1,1,0,0,0
9606.ENSP00000313922,0.0,0.0,0.0,0.0,0.000506329113924,0.0,0.0,0.0072202166064981,0.0,0.0,0.0,0.0,0.0,0.0008754350043771,0.0012918783911807,0.0004031174415479,0.0012698412698412,0.0007955449482895,0.0009775171065493,0.000806751892764,0.0,0.0,0.0177694396144107,0.0149114631873252,0.0022634676324128,0.0013593112822836,0.0043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0028207721153739,0.698348616,6.940203209149964e-06,3.839445989476024e-05,1.665258274139259e-05,5.577423737712703e-06,1,1,1,0,0,0
9606.ENSP00000361595,0.0,0.0,0.0,0.0,0.0025316455696202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033823625169118,0.0038325725605029,0.0015452835259338,0.0015584415584415,0.0027844073190135,0.0,0.0004344048653344,0.0007639419404125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0032009768579943,0.163026864,2.2732439190725165e-05,2.528062852684867e-05,1.530254151793372e-05,7.230350410875108e-06,1,1,1,0,0,0
9606.ENSP00000230640,0.0,0.1666666666666666,0.0,0.0,0.2627848101265823,0.1495327102803738,0.1558441558441558,0.0649819494584837,0.0,0.0,0.0,0.0,0.0,0.3706942706034714,0.2950650245456894,0.3419107766729373,0.1191341991341991,0.1081941129673826,0.0977517106549364,0.1259153531090976,0.1497326203208556,0.1694073844244492,0.050944144473933,0.0658589624106865,0.0443639655952919,0.0337562301767104,0.0333333333333333,0.0145348837209302,0.1152460984393757,0.0526315789473684,0.0203703703703703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3576417209234084,0.73851183,0.001085776330076,0.0018843848266704,0.0012482551201747,0.0007116251402569,1,1,0,0,0,0
9606.ENSP00000351250,0.0,0.0,0.0,0.0,0.0820253164556962,0.0934579439252336,0.0779220779220779,0.0,0.0,0.0,0.0,0.0,0.0,0.0983326942416634,0.1133838601326328,0.0870733673743617,0.0956998556998557,0.1046141607000795,0.0606060606060606,0.1000372347027429,0.0878533231474407,0.0421967111386906,0.0019065922333058,0.0031065548306927,0.0022634676324128,0.0020389669234254,0.0014492753623188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.098550331377619,0.970196832,0.0001002405773857,0.0006155887422292,0.0003574347180276,0.0001624568850214,1,1,1,0,0,0
9606.ENSP00000350260,0.0,0.0,0.0,0.0,0.0040506329113924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063903137819515,0.0037033847213848,0.0042327331362536,0.0016161616161616,0.0031821797931583,0.002932551319648,0.0017376194613379,0.0030557677616501,0.0003102699348433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0059349802561728,0.2543688,6.048289543717036e-06,2.5940864529091123e-05,1.2421649757552408e-05,4.454395362984139e-06,1,1,1,0,0,0
9606.ENSP00000349884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
9606.ENSP00000369921,0.0,0.0,0.0,0.0,0.0136708860759493,0.0093457943925233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181670850908354,0.0171819826027043,0.0100107497984412,0.0141414141414141,0.0182975338106603,0.0342130987292277,0.002482313516197,0.0038197097020626,0.0009308098045299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0173442777608622,0.38174529,1.6778805013506936e-05,0.0001120907246144,5.465299878142304e-05,2.1064065455292977e-05,1,1,1,0,0,0
9606.ENSP00000380378,0.0,0.1666666666666666,0.0,0.0,0.0749367088607595,0.1121495327102803,0.0,0.1263537906137184,0.1785714285714285,0.0,0.0101522842639593,0.0,0.008695652173913,0.0875796754378983,0.1037378348118163,0.0935904326793872,0.1084559884559884,0.1173428798727128,0.1251221896383186,0.0642298622315998,0.0595874713521772,0.0468507601613403,0.1446874714011165,0.1301646474060267,0.1086464463558171,0.1042138649750793,0.0884057971014492,0.0610465116279069,0.1710684273709483,0.1345029239766081,0.0907407407407407,0.0207315136651551,0.0198549064528445,0.0103295622233152,0.0148834597023308,0.0124481327800829,0.0283018867924528,0.0075347930148036,0.0186915887850467,0.0011834319526627,1.0,0.1079876125824105,0.8669088,0.000780031201248,0.000845544483563,0.0005829613179697,0.0003614889421789,1,1,0,0,0,0
9606.ENSP00000285419,0.0,0.0,0.0,1.0,0.0010126582278481,0.0,0.0,0.0,0.0,0.0,0.0609137055837563,0.1,0.1217391304347826,0.0012245237561226,0.0017655671346137,0.0026202633700618,0.0003463203463203,0.0003977724741447,0.0019550342130987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0748451752915644,0.0454371897670866,0.0688637481554353,0.0176916596461668,0.0145228215767634,0.0283018867924528,0.0623171704636113,0.0934579439252336,0.2893491124260355,1.0,0.010470617745938,0.65,0.0021598272138228,0.0007727501914556,0.0010469392029657,0.0009976425044149,1,1,0,0,0,0
9606.ENSP00000472474,0.0,0.0,0.0,0.0,0.0729113924050633,0.0934579439252336,0.0,0.003610108303249,0.0,0.0,0.0,0.0,0.0,0.1233802643669013,0.1293170269571957,0.0790782047836603,0.0521789321789321,0.0588703261734288,0.0283479960899315,0.0983616730793099,0.1229946524064171,0.0201675457648153,0.003142064000488,0.0012426219322771,0.0027161611588954,0.0009062075215224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1193622026002218,0.2826693899999999,8.620689655172414e-05,0.0005154638274253,0.0002664504037316,0.0001070159812083,1,1,1,0,0,0
9606.ENSP00000306335,0.0,0.1666666666666666,0.0,0.0,0.0450632911392405,0.0467289719626168,0.0129870129870129,0.003610108303249,0.0,0.0,0.0,0.0,0.0,0.0392896676964483,0.0343639652054086,0.0482397205052405,0.0226262626262626,0.0254574383452665,0.0273704789833822,0.0115427578503164,0.0213903743315508,0.0074464784362395,0.0076263689332235,0.0093196644920782,0.0040742417383431,0.0081558676937018,0.0072463768115942,0.0087209302325581,0.0012004801920768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0388755405296678,0.43536405,0.001085776330076,0.0004219461588654,0.0004101046026819,0.0003307614523321,1,1,0,0,0,0
