protein,RW_target_10,RW_target_20,RW_target_30
9606.ENSP00000351132,0.0001376004511257,0.0001396027219016,0.0001395736035192
9606.ENSP00000365692,7.4095580202993e-05,7.529102003900334e-05,7.53059284761548e-05
9606.ENSP00000381717,0.000245099683525,0.000239111148403,0.0002389796864008
9606.ENSP00000255192,6.40733424006612e-06,6.5260956034762785e-06,6.526606284751324e-06
9606.ENSP00000394496,0.0001100874724215,0.0001109457443817,0.0001109526856453
9606.ENSP00000361725,3.138323518214747e-05,3.112872218480334e-05,3.112688136752695e-05
9606.ENSP00000280362,3.368586840224452e-05,3.3641335903666914e-05,3.363779978826642e-05
9606.ENSP00000291495,7.603728136018617e-06,7.5357002060627565e-06,7.530980838055257e-06
9606.ENSP00000307046,6.156042945804074e-05,6.0284044593572617e-05,6.0247170040383935e-05
9606.ENSP00000473983,9.967781807063147e-06,9.543823580315802e-06,9.538994163449388e-06
9606.ENSP00000385000,0.0001069002100848,0.0001079457870218,0.0001079400608432
9606.ENSP00000344791,2.1837745407538023e-06,2.0186232632113388e-06,2.00890008272836e-06
9606.ENSP00000377225,6.9922703005431686e-06,7.026556886557955e-06,7.0286268964991905e-06
9606.ENSP00000263991,0.0001437808241462,0.0001451138523407,0.0001450915588065
9606.ENSP00000358042,3.1740375561639667e-05,3.162830034852959e-05,3.162869325024076e-05
9606.ENSP00000478672,2.4851178750395775e-05,2.3626353140571155e-05,2.3597327526658773e-05
9606.ENSP00000380087,5.489454451890197e-06,5.0553303481137846e-06,5.023068297305144e-06
9606.ENSP00000326604,1.585824429639615e-05,1.5075172086653764e-05,1.5061874364619143e-05
9606.ENSP00000305926,1.2201579011161812e-05,1.2052248166583013e-05,1.2049395991198251e-05
9606.ENSP00000389745,1.0534607781664818e-06,1.0048897820524871e-06,1.004100454338186e-06
9606.ENSP00000219919,1.5128234736039303e-05,1.5065050320117734e-05,1.5061704289109912e-05
9606.ENSP00000380379,4.5901164412498474e-05,4.521920345723629e-05,4.5185886847320944e-05
9606.ENSP00000311648,1.33277408167487e-05,1.305689147557132e-05,1.305328532907879e-05
9606.ENSP00000413152,0.0001625047007109,0.0001646295859245,0.0001646706077735
9606.ENSP00000307126,4.70808481622953e-06,4.521171376836719e-06,4.51848882221384e-06
9606.ENSP00000360108,0.0001113589823944,0.0001119573134928,0.0001119578882935
