protein,RW_target_10,RW_target_20,RW_target_30
9606.ENSP00000246794,3.5426849080977263e-06,3.271383320679888e-06,3.2584216569375712e-06
9606.ENSP00000325018,2.590790018075495e-06,2.708012289076578e-06,2.7142191356688272e-06
9606.ENSP00000421915,1.4727693269378506e-06,1.6199296624108683e-06,1.628230279493437e-06
9606.ENSP00000386280,2.7269450129097095e-06,2.7164337552676443e-06,2.7148769277118845e-06
9606.ENSP00000234371,2.0420395230758004e-05,1.8536115021561272e-05,1.8463993910700083e-05
9606.ENSP00000483523,2.7144521936861565e-06,2.7157611839356832e-06,2.7148087156092515e-06
9606.ENSP00000352836,1.5857265680097044e-05,1.9628401787485927e-05,2.0045983546879143e-05
9606.ENSP00000261973,0.0002326963149243,0.0002565584436524,0.0002578414278104
9606.ENSP00000324587,1.2940167835040484e-05,1.3546574336942284e-05,1.3572516763815656e-05
9606.ENSP00000359939,7.461431960109621e-05,8.472799527226016e-05,8.521937706973404e-05
9606.ENSP00000266673,2.527675178498612e-06,2.1857024421478854e-06,2.1723801637563156e-06
9606.ENSP00000318297,0.0003566553350538,0.0003802851133514,0.0003811153583228
9606.ENSP00000356379,0.0002338263439014,0.0002338565100217,0.0002334952587261
9606.ENSP00000342481,4.47070888185408e-05,4.2986521293642e-05,4.2897463572444394e-05
9606.ENSP00000339179,6.802765710745007e-05,6.742224650224671e-05,6.733186455676332e-05
9606.ENSP00000340988,6.339454898807162e-07,5.455992209135729e-07,5.430673013506748e-07
