protein,RW_target_10,RW_target_20,RW_target_30,Target,label
9606.ENSP00000363873,3.340823604958132e-05,2.5535162421874705e-05,2.533957922423724e-05,9606.ENSP00000322450,1
9606.ENSP00000224807,5.597483323072083e-05,4.68022954009939e-05,4.65671946585644e-05,9606.ENSP00000322450,0
9606.ENSP00000346954,1.1884398190886714e-05,1.0314110113540664e-05,1.0271995961375067e-05,9606.ENSP00000322450,1
9606.ENSP00000379999,7.442212518071756e-05,5.124886229168624e-05,5.068356404080987e-05,9606.ENSP00000322450,0
9606.ENSP00000274813,4.702581281890161e-05,4.323724715504795e-05,4.313973113312386e-05,9606.ENSP00000322450,0
9606.ENSP00000358840,0.0001322506868746,7.469765841960907e-05,7.329996151383966e-05,9606.ENSP00000322450,0
9606.ENSP00000273158,4.210819497529883e-06,3.4441791285644285e-06,3.4241406865476165e-06,9606.ENSP00000322450,0
9606.ENSP00000358510,1.4721326806466097e-05,1.038392110785935e-05,1.0273671250615736e-05,9606.ENSP00000322450,0
9606.ENSP00000430025,7.690910024393816e-06,6.2038757278060075e-06,6.163551461213501e-06,9606.ENSP00000322450,0
9606.ENSP00000229379,0.0002024690911639,8.835454354993999e-05,8.56577098602429e-05,9606.ENSP00000322450,0
9606.ENSP00000377617,2.015267091337591e-05,1.9199254893464968e-05,1.917282133945264e-05,9606.ENSP00000322450,0
9606.ENSP00000267436,9.94135371001903e-06,8.261571565526538e-06,8.217788490583189e-06,9606.ENSP00000322450,0
9606.ENSP00000372191,8.922024426283315e-05,8.031768084038049e-05,8.011697354959324e-05,9606.ENSP00000392709,1
9606.ENSP00000325562,4.7917641495587304e-05,3.590935739339329e-05,3.561301855370402e-05,9606.ENSP00000392709,0
9606.ENSP00000363419,3.70799784832343e-06,3.4311444778722944e-06,3.423797807045048e-06,9606.ENSP00000392709,1
9606.ENSP00000310547,2.3509370294050314e-05,1.8613778593135063e-05,1.849060754466336e-05,9606.ENSP00000392709,0
9606.ENSP00000292147,3.131525227217935e-05,2.749093073362019e-05,2.7391382900532335e-05,9606.ENSP00000392709,0
9606.ENSP00000379563,4.6627425035694614e-05,3.988874959759414e-05,3.971819387516007e-05,9606.ENSP00000392709,0
9606.ENSP00000407560,2.7286805561743677e-06,2.7390578907215968e-06,2.738896455412032e-06,9606.ENSP00000392709,1
9606.ENSP00000360541,6.67582789901644e-05,5.108471668791026e-05,5.0679765990935266e-05,9606.ENSP00000392709,0
9606.ENSP00000263774,0.0003490035887807,0.0002028462477028,0.0001993420301005,9606.ENSP00000392709,0
9606.ENSP00000357535,0.0002300064079463,0.000212130966247,0.000211593840504,9606.ENSP00000392709,0
9606.ENSP00000346173,0.0001472280273446,0.0001245620660483,0.0001239504053955,9606.ENSP00000392709,0
9606.ENSP00000346255,0.0001488147390773,0.000147965241922,0.0001479023048887,9606.ENSP00000392709,1
9606.ENSP00000371586,1.952679485839326e-05,1.8524855477153324e-05,1.848850297392346e-05,9606.ENSP00000392709,0
9606.ENSP00000322316,3.9959981222637e-05,2.9704282496823e-05,2.94494311674498e-05,9606.ENSP00000392709,0
9606.ENSP00000258080,8.94255717867054e-05,8.301787602249533e-05,8.285536750918254e-05,9606.ENSP00000392709,0
9606.ENSP00000320043,2.660974132595584e-05,2.47174029937014e-05,2.4651759304106236e-05,9606.ENSP00000392709,1
9606.ENSP00000384867,2.476776353432797e-05,1.9318227714393288e-05,1.9175939087290317e-05,9606.ENSP00000392709,0
9606.ENSP00000366939,1.2794152098649649e-05,1.100041208701441e-05,1.0956619007629342e-05,9606.ENSP00000392709,0
9606.ENSP00000355467,2.7018792025046423e-05,2.4711482183192857e-05,2.4651462808833458e-05,9606.ENSP00000392709,0
9606.ENSP00000341213,1.2431795767042786e-05,8.98730013432214e-06,8.90349292603787e-06,9606.ENSP00000392709,0
9606.ENSP00000308515,2.267372838105075e-05,2.0600407879101112e-05,2.0543135178741068e-05,9606.ENSP00000392709,1
9606.ENSP00000264451,1.385276573273586e-05,1.236298521689605e-05,1.2325914212851783e-05,9606.ENSP00000392709,1
9606.ENSP00000260953,7.056997674226295e-06,6.854247658338863e-06,6.847387794550741e-06,9606.ENSP00000392709,0
9606.ENSP00000418008,0.0001190465554827,0.0001118640939239,0.0001116167986765,9606.ENSP00000392709,1
9606.ENSP00000371607,2.4253802621387877e-05,2.2651986000710167e-05,2.259735447296407e-05,9606.ENSP00000392709,0
9606.ENSP00000401980,0.000124833517475,0.0001199501421069,0.0001198290046886,9606.ENSP00000392709,0
9606.ENSP00000328570,7.872303831391037e-05,7.072384323691949e-05,7.053084118524566e-05,9606.ENSP00000392709,0
9606.ENSP00000359675,6.09171183896251e-05,6.0970589402131736e-05,6.0941682022530586e-05,9606.ENSP00000392709,0
9606.ENSP00000308610,7.062120130285621e-05,5.183068788028322e-05,5.136593244969845e-05,9606.ENSP00000392709,0
9606.ENSP00000085068,7.33513297745958e-05,6.662473606411368e-05,6.642330845352262e-05,9606.ENSP00000392709,0
9606.ENSP00000389903,1.153821449406678e-05,1.0970949006150477e-05,1.0955897778330836e-05,9606.ENSP00000392709,1
9606.ENSP00000245816,3.2752319384599105e-05,2.618412509036716e-05,2.602345193736255e-05,9606.ENSP00000392709,0
9606.ENSP00000238379,4.0341044950764626e-05,3.774146898649633e-05,3.766176450881176e-05,9606.ENSP00000392709,1
9606.ENSP00000310873,4.476380854612216e-05,3.115496292593889e-05,3.0820927349850535e-05,9606.ENSP00000392709,0
9606.ENSP00000428263,4.774005901708733e-06,4.125875875615748e-06,4.108782832190627e-06,9606.ENSP00000392709,1
9606.ENSP00000288111,5.600428266916424e-05,4.816174623556435e-05,4.793643165612593e-05,9606.ENSP00000392709,0
9606.ENSP00000216254,0.000310214003548,0.0002468067687004,0.000245172297582,9606.ENSP00000392709,0
9606.ENSP00000387262,0.0002163531898986,0.0001769767113728,0.000175998386112,9606.ENSP00000392709,1
9606.ENSP00000368318,3.5277724236948416e-05,3.2934738555923104e-05,3.286834544269368e-05,9606.ENSP00000392709,0
9606.ENSP00000273986,8.599924331065267e-05,5.219213198870421e-05,5.137477637617849e-05,9606.ENSP00000392709,0
9606.ENSP00000264093,0.0002150611253455,0.0001080575675587,0.000105511098809,9606.ENSP00000392709,1
9606.ENSP00000315118,5.17810694873333e-05,3.7340374547056854e-05,3.698393265949562e-05,9606.ENSP00000392709,0
9606.ENSP00000264193,5.27159427292645e-05,5.070937186246738e-05,5.066999074188061e-05,9606.ENSP00000392709,0
9606.ENSP00000302037,2.5011539037222977e-05,2.199131267843768e-05,2.1913090677117e-05,9606.ENSP00000392709,0
9606.ENSP00000301329,5.4853160690981895e-05,5.212582982494496e-05,5.204112676437944e-05,9606.ENSP00000392709,1
9606.ENSP00000481127,3.3610428999963915e-06,3.421223027544329e-06,3.423518137424253e-06,9606.ENSP00000392709,0
9606.ENSP00000273968,6.591582859982736e-06,6.1812575040676165e-06,6.163091256894404e-06,9606.ENSP00000392709,1
9606.ENSP00000267103,3.855922113871202e-05,3.635553366621025e-05,3.629189086495899e-05,9606.ENSP00000392709,0
9606.ENSP00000351214,4.412196358316578e-05,3.247025597374886e-05,3.218895653844811e-05,9606.ENSP00000392709,1
9606.ENSP00000263702,3.546311563695781e-05,3.293485860922374e-05,3.286825813120231e-05,9606.ENSP00000392709,0
9606.ENSP00000403987,1.937705974341952e-06,2.050754119409248e-06,2.0540619516395964e-06,9606.ENSP00000392709,0
9606.ENSP00000406933,1.8000073396251537e-05,1.5804038412170485e-05,1.5749912563478574e-05,9606.ENSP00000392709,0
9606.ENSP00000317177,1.6774563846411183e-05,1.5776762666064315e-05,1.5749297745060176e-05,9606.ENSP00000392709,0
9606.ENSP00000441065,4.1133429476758465e-05,3.5077406209893525e-05,3.492470568744466e-05,9606.ENSP00000392709,0
9606.ENSP00000360268,0.0001051164290402,0.0001040919451043,0.0001040775459841,9606.ENSP00000392709,0
9606.ENSP00000288532,4.672801878768951e-05,3.521994221955538e-05,3.49282672686968e-05,9606.ENSP00000392709,1
9606.ENSP00000429168,1.317837813985534e-05,9.006005711853504e-06,8.903963134798687e-06,9606.ENSP00000392709,1
9606.ENSP00000238561,2.250516990898177e-05,1.7253973055630922e-05,1.712143057375215e-05,9606.ENSP00000392709,0
9606.ENSP00000386543,1.5161461305979174e-05,1.3067086001683492e-05,1.3011172086407896e-05,9606.ENSP00000392709,0
9606.ENSP00000317379,5.1583643653430045e-05,4.201726915198378e-05,4.177426671958529e-05,9606.ENSP00000392709,1
9606.ENSP00000355741,6.101076360209845e-05,4.758493014378473e-05,4.725414328277111e-05,9606.ENSP00000392709,0
9606.ENSP00000327070,0.0002307384711457,0.0001813569688238,0.0001801133039407,9606.ENSP00000392709,0
9606.ENSP00000469981,5.781723666586913e-05,5.554503513849341e-05,5.546475586015731e-05,9606.ENSP00000392709,0
9606.ENSP00000337358,1.7024525732267648e-05,1.4445367924054152e-05,1.438081744709052e-05,9606.ENSP00000392709,0
9606.ENSP00000370882,0.0001059523274307,6.93819165462628e-05,6.849454075563699e-05,9606.ENSP00000392709,0
9606.ENSP00000354415,3.0286259061540477e-05,2.7472044166643173e-05,2.7391030016588047e-05,9606.ENSP00000392709,0
9606.ENSP00000037869,3.31670198647771e-05,2.485788536432665e-05,2.4655077140778303e-05,9606.ENSP00000392709,1
9606.ENSP00000317159,0.0003069630474783,0.0001630594488233,0.0001596263027749,9606.ENSP00000392709,0
9606.ENSP00000326219,0.0001078026907634,8.684316708240658e-05,8.628920477349311e-05,9606.ENSP00000392709,0
9606.ENSP00000364204,0.0001114214828703,0.0001089428042178,0.0001088723292923,9606.ENSP00000392709,0
9606.ENSP00000235329,0.000105158847873,0.0001014535519061,0.0001013419678201,9606.ENSP00000392709,0
9606.ENSP00000236980,2.218948611698579e-05,2.058885365840979e-05,2.05428441404365e-05,9606.ENSP00000392709,1
9606.ENSP00000379047,1.3523726011044346e-05,1.2352095836831722e-05,1.2325486750341952e-05,9606.ENSP00000392709,1
9606.ENSP00000354223,5.903590499656275e-05,2.881082946259994e-05,2.8091602871427312e-05,9606.ENSP00000392709,0
9606.ENSP00000396954,1.9888195311068557e-05,1.9177352442056872e-05,1.9171917301719077e-05,9606.ENSP00000392709,0
9606.ENSP00000258955,2.687887217689422e-06,2.7369410418032203e-06,2.738818011494004e-06,9606.ENSP00000392709,0
9606.ENSP00000262507,0.0002320661733392,0.000157984366524,0.000156162539497,9606.ENSP00000392709,0
9606.ENSP00000436773,1.1112783795397265e-05,1.1621875273704065e-05,1.1639661352091936e-05,9606.ENSP00000392709,1
9606.ENSP00000305138,1.546935163787566e-05,1.5742705727461725e-05,1.574842826812528e-05,9606.ENSP00000392709,0
9606.ENSP00000265070,0.0001168959279311,0.0001131168974097,0.0001129829834098,9606.ENSP00000392709,0
9606.ENSP00000285083,2.117875737894792e-05,1.855616574175656e-05,1.848914507718291e-05,9606.ENSP00000392709,0
9606.ENSP00000312770,3.316854417789727e-06,3.420575239942991e-06,3.4235142720717704e-06,9606.ENSP00000392709,0
9606.ENSP00000361993,4.6461391320917755e-05,3.787287641898729e-05,3.76648131350521e-05,9606.ENSP00000392709,1
9606.ENSP00000446252,0.0001772061223164,0.0001627205929253,0.0001622906420379,9606.ENSP00000392709,0
9606.ENSP00000417190,2.2414516934077255e-05,2.0585564925568175e-05,2.054259857686702e-05,9606.ENSP00000392709,0
9606.ENSP00000072869,1.6789337678346783e-05,1.4441679013543762e-05,1.4380721040652134e-05,9606.ENSP00000392709,1
9606.ENSP00000342254,0.0,0.0,0.0,9606.ENSP00000392709,0
9606.ENSP00000306887,1.588013219588902e-05,1.3081301403872205e-05,1.3011467672185972e-05,9606.ENSP00000392709,0
9606.ENSP00000402661,2.6603342121234164e-05,2.1368956367950886e-05,2.123003650922328e-05,9606.ENSP00000392709,1
9606.ENSP00000478212,7.269292837008834e-05,7.259110861923546e-05,7.258075493155047e-05,9606.ENSP00000392709,0
9606.ENSP00000261434,1.6063364455476403e-05,1.375483043375425e-05,1.369593883282505e-05,9606.ENSP00000392709,0
9606.ENSP00000006658,4.41033007518854e-05,3.648084384622052e-05,3.6294855817686766e-05,9606.ENSP00000392709,1
9606.ENSP00000369383,3.677099448395893e-05,2.56170860666316e-05,2.5341731088701636e-05,9606.ENSP00000392709,1
9606.ENSP00000269980,6.359922554111108e-05,5.298815813148394e-05,5.2729919843841344e-05,9606.ENSP00000392709,0
9606.ENSP00000313877,4.008430914836936e-05,3.639367059804499e-05,3.629285856732167e-05,9606.ENSP00000392709,0
9606.ENSP00000338034,2.2534088202519346e-05,1.658340624999255e-05,1.643699397391174e-05,9606.ENSP00000392709,0
9606.ENSP00000402038,2.085475716739893e-05,1.988881740544457e-05,1.9857789084198885e-05,9606.ENSP00000392709,0
9606.ENSP00000263035,4.219996480969712e-05,3.17638878186699e-05,3.150381235172972e-05,9606.ENSP00000392709,0
9606.ENSP00000363899,6.8534541242115665e-06,6.180678610689938e-06,6.162928912090138e-06,9606.ENSP00000392709,1
9606.ENSP00000371362,1.569676533108577e-05,1.3746990589424968e-05,1.3695742381969468e-05,9606.ENSP00000392709,0
9606.ENSP00000323678,2.1466572434292175e-05,1.856933522503823e-05,1.848952342697885e-05,9606.ENSP00000392709,0
9606.ENSP00000445446,1.59751289174892e-06,1.3755188774666749e-06,1.3695978395844577e-06,9606.ENSP00000392709,0
9606.ENSP00000215882,5.370351209421642e-05,4.673927105613984e-05,4.656542296288535e-05,9606.ENSP00000392709,0
9606.ENSP00000363873,3.178432598360814e-05,2.5494797228020616e-05,2.533858787501231e-05,9606.ENSP00000392709,1
9606.ENSP00000224807,5.401312228059396e-05,4.675023956224322e-05,4.656577220885083e-05,9606.ENSP00000392709,0
9606.ENSP00000346954,1.150976459030062e-05,1.0303312592441216e-05,1.0271667633787729e-05,9606.ENSP00000392709,1
9606.ENSP00000379999,6.943423068150878e-05,5.112849248689599e-05,5.068061363999732e-05,9606.ENSP00000392709,0
9606.ENSP00000274813,4.6305904106702656e-05,4.321774758864194e-05,4.313930548960343e-05,9606.ENSP00000392709,0
9606.ENSP00000358840,0.0001197166275233,7.438932516379282e-05,7.329246000153944e-05,9606.ENSP00000392709,0
9606.ENSP00000273158,4.038041879539378e-06,3.439372676439234e-06,3.424008582442184e-06,9606.ENSP00000392709,0
9606.ENSP00000358510,1.379319655825384e-05,1.0359426596551202e-05,1.027304278977681e-05,9606.ENSP00000392709,0
9606.ENSP00000430025,7.411339538521133e-06,6.195955393195618e-06,6.163349098642357e-06,9606.ENSP00000392709,0
9606.ENSP00000229379,0.0001768958463799,8.776447066338733e-05,8.564348536310717e-05,9606.ENSP00000392709,0
9606.ENSP00000377617,2.0033381588291377e-05,1.919607166200876e-05,1.917278132168576e-05,9606.ENSP00000392709,0
9606.ENSP00000267436,9.577612217981368e-06,8.251545295934193e-06,8.217523827624973e-06,9606.ENSP00000392709,0
9606.ENSP00000372191,8.548030746169388e-05,8.023301052162424e-05,8.011487079784274e-05,9606.ENSP00000307786,0
9606.ENSP00000325562,4.2792060412466526e-05,3.578115865821019e-05,3.560981713235378e-05,9606.ENSP00000307786,0
9606.ENSP00000363419,3.59661999027594e-06,3.428203854127787e-06,3.4237250474689063e-06,9606.ENSP00000307786,0
9606.ENSP00000310547,2.145440157619305e-05,1.855969640018884e-05,1.8489263311494145e-05,9606.ENSP00000307786,0
9606.ENSP00000292147,2.9704002372454852e-05,2.744694756984245e-05,2.739025148912333e-05,9606.ENSP00000307786,0
9606.ENSP00000379563,4.3829921196447685e-05,3.981703775934875e-05,3.971644036937505e-05,9606.ENSP00000307786,0
9606.ENSP00000407560,2.73371415460133e-06,2.7391163257561857e-06,2.738894863796304e-06,9606.ENSP00000307786,0
9606.ENSP00000360541,6.01686115260236e-05,5.090990453027189e-05,5.0675364036578685e-05,9606.ENSP00000307786,0
9606.ENSP00000263774,0.0002850060700438,0.000201312592253,0.0001993040932575,9606.ENSP00000307786,0
9606.ENSP00000357535,0.0002218056470155,0.0002118741249432,0.0002115863608196,9606.ENSP00000307786,0
9606.ENSP00000346173,0.000138002593303,0.000124298792798,0.0001239435223396,9606.ENSP00000307786,0
9606.ENSP00000346255,0.0001494286116212,0.0001479605998611,0.0001479021448176,9606.ENSP00000307786,0
9606.ENSP00000371586,1.9217932276660576e-05,1.851108572736848e-05,1.848812462412752e-05,9606.ENSP00000307786,0
9606.ENSP00000322316,3.565572842489928e-05,2.959304765681736e-05,2.9446668122545816e-05,9606.ENSP00000307786,0
9606.ENSP00000258080,8.694001735420898e-05,8.295249426737428e-05,8.28537013148889e-05,9606.ENSP00000307786,0
9606.ENSP00000320043,2.6035078917630017e-05,2.4691740691196173e-05,2.465106445015408e-05,9606.ENSP00000307786,0
9606.ENSP00000384867,2.217667133663781e-05,1.9250644982093945e-05,1.917414556373842e-05,9606.ENSP00000307786,0
9606.ENSP00000366939,1.200968381454004e-05,1.09809134301031e-05,1.0956124242511578e-05,9606.ENSP00000307786,0
9606.ENSP00000355467,2.6080830139108e-05,2.468651109666098e-05,2.4650851628393863e-05,9606.ENSP00000307786,0
9606.ENSP00000341213,1.0944060704787262e-05,8.95139601198025e-06,8.90262072061887e-06,9606.ENSP00000307786,0
9606.ENSP00000308515,2.1882213331991807e-05,2.057718847936485e-05,2.0542553102131933e-05,9606.ENSP00000307786,0
9606.ENSP00000264451,1.3196992767916528e-05,1.2347022675385231e-05,1.2325510397204198e-05,9606.ENSP00000307786,0
9606.ENSP00000260953,7.004703547863755e-06,6.851293619547505e-06,6.847300937806722e-06,9606.ENSP00000307786,0
9606.ENSP00000418008,0.0001142409746535,0.0001117157444241,0.0001116120256483,9606.ENSP00000307786,0
9606.ENSP00000371607,2.3756134396535344e-05,2.2630832972936332e-05,2.2596772396354936e-05,9606.ENSP00000307786,0
9606.ENSP00000401980,0.0001230718335136,0.0001199042017105,0.0001198279642267,9606.ENSP00000307786,0
9606.ENSP00000328570,7.55243599996902e-05,7.064147939672694e-05,7.052890578052029e-05,9606.ENSP00000307786,0
9606.ENSP00000359675,6.114424468250945e-05,6.096925790188834e-05,6.094154014135711e-05,9606.ENSP00000307786,0
9606.ENSP00000308610,6.26068067504093e-05,5.163111927686259e-05,5.13609847985208e-05,9606.ENSP00000307786,0
9606.ENSP00000085068,7.082964293658733e-05,6.653890159213915e-05,6.642105290666223e-05,9606.ENSP00000307786,0
9606.ENSP00000389903,1.1309090950817335e-05,1.096484083973337e-05,1.0955743164231537e-05,9606.ENSP00000307786,0
9606.ENSP00000245816,2.9844271921319887e-05,2.6112333216588013e-05,2.602165113785304e-05,9606.ENSP00000307786,0
9606.ENSP00000238379,3.948456287616864e-05,3.7709665775764734e-05,3.766097506741062e-05,9606.ENSP00000307786,0
9606.ENSP00000310873,3.8860616768943146e-05,3.1007235520519316e-05,3.081723116338253e-05,9606.ENSP00000307786,0
9606.ENSP00000428263,4.508864094532328e-06,4.118422111787368e-06,4.1085813791141845e-06,9606.ENSP00000307786,0
9606.ENSP00000288111,5.293550930218771e-05,4.806557990377769e-05,4.7933928726706654e-05,9606.ENSP00000307786,0
9606.ENSP00000216254,0.0002828151336871,0.0002460805699229,0.000245153758442,9606.ENSP00000307786,0
9606.ENSP00000387262,0.000199445974431,0.000176555084181,0.0001759879669407,9606.ENSP00000307786,0
9606.ENSP00000368318,3.412587466300465e-05,3.290091626695357e-05,3.2867414120119065e-05,9606.ENSP00000307786,0
9606.ENSP00000273986,7.135469058994204e-05,5.1837399951182306e-05,5.136599065735936e-05,9606.ENSP00000307786,0
9606.ENSP00000264093,0.0001681838475633,0.0001069517020368,0.0001054841850418,9606.ENSP00000307786,0
9606.ENSP00000315118,4.5645443606190383e-05,3.718491643667221e-05,3.698009459185414e-05,9606.ENSP00000307786,0
9606.ENSP00000264193,5.198217695578933e-05,5.069377948530018e-05,5.066963421995752e-05,9606.ENSP00000307786,1
9606.ENSP00000302037,2.375197618675884e-05,2.195882916566916e-05,2.1912299416726455e-05,9606.ENSP00000307786,0
9606.ENSP00000301329,5.38315434823744e-05,5.209008668316528e-05,5.2040108130313456e-05,9606.ENSP00000307786,0
9606.ENSP00000481127,3.392632152099395e-06,3.422228473937139e-06,3.4235467865073588e-06,9606.ENSP00000307786,0
9606.ENSP00000273968,6.510235834866762e-06,6.175059752422385e-06,6.162912541185506e-06,9606.ENSP00000307786,0
9606.ENSP00000267103,3.76984135073144e-05,3.6329296563053504e-05,3.629124694271013e-05,9606.ENSP00000307786,0
9606.ENSP00000351214,3.911853855242953e-05,3.234871110180393e-05,3.218594065401703e-05,9606.ENSP00000307786,0
9606.ENSP00000263702,3.44434411090333e-05,3.290602035121992e-05,3.2867537811398506e-05,9606.ENSP00000307786,0
9606.ENSP00000403987,1.9845606402668636e-06,2.0519175905064913e-06,2.0540903733490268e-06,9606.ENSP00000307786,0
9606.ENSP00000406933,1.706229886622168e-05,1.5780080502736382e-05,1.574931593495421e-05,9606.ENSP00000307786,0
9606.ENSP00000317177,1.6370036973967217e-05,1.5765539501444437e-05,1.574900670675561e-05,9606.ENSP00000307786,0
9606.ENSP00000441065,3.853923408314586e-05,3.501195533317514e-05,3.49230358551722e-05,9606.ENSP00000307786,0
9606.ENSP00000360268,0.0001047607365762,0.0001040860370267,0.0001040774150169,9606.ENSP00000307786,0
9606.ENSP00000288532,4.190512845525518e-05,3.5092718462692574e-05,3.49250367435161e-05,9606.ENSP00000307786,0
9606.ENSP00000429168,1.1377514965715818e-05,8.961776984506287e-06,8.902865374693647e-06,9606.ENSP00000307786,0
9606.ENSP00000238561,2.033057899097912e-05,1.7196540284203365e-05,1.7119997210102156e-05,9606.ENSP00000307786,0
9606.ENSP00000386543,1.4215851479093544e-05,1.3041704733041117e-05,1.301049633184448e-05,9606.ENSP00000307786,1
9606.ENSP00000317379,4.748309584101662e-05,4.1911276639439166e-05,4.177153459750116e-05,9606.ENSP00000307786,0
9606.ENSP00000355741,5.533771400223486e-05,4.7441284550586715e-05,4.7250523493858054e-05,9606.ENSP00000307786,0
9606.ENSP00000327070,0.0002098531986121,0.0001808185625122,0.0001800997852114,9606.ENSP00000307786,0
9606.ENSP00000469981,5.727322422899306e-05,5.551924550672993e-05,5.546400643652305e-05,9606.ENSP00000307786,0
9606.ENSP00000337358,1.5885676475591026e-05,1.4416673366213216e-05,1.4380075299413876e-05,9606.ENSP00000307786,0
9606.ENSP00000370882,9.011483780341224e-05,6.89970183884725e-05,6.848507473478094e-05,9606.ENSP00000307786,0
9606.ENSP00000354415,2.9202567020547576e-05,2.7437645258032717e-05,2.7390091418055817e-05,9606.ENSP00000307786,0
9606.ENSP00000037869,2.957050674012862e-05,2.4769396986812353e-05,2.4652861611684784e-05,9606.ENSP00000307786,0
9606.ENSP00000317159,0.0002438912633806,0.0001615605287952,0.0001595894282218,9606.ENSP00000307786,0
9606.ENSP00000326219,9.913371468428522e-05,8.660368621349335e-05,8.628300565760583e-05,9606.ENSP00000307786,0
9606.ENSP00000364204,0.0001106431591324,0.0001089197903638,0.0001088718563551,9606.ENSP00000307786,0
9606.ENSP00000235329,0.0001037019537761,0.0001014154186123,0.0001013410364976,9606.ENSP00000307786,0
9606.ENSP00000236980,2.136989132850431e-05,2.0565177692333236e-05,2.0542189304251224e-05,9606.ENSP00000307786,0
9606.ENSP00000379047,1.3045701052760704e-05,1.2340804460109212e-05,1.2325253010203596e-05,9606.ENSP00000307786,0
9606.ENSP00000354223,4.579007872962393e-05,2.8496875529526733e-05,2.8083879442419857e-05,9606.ENSP00000307786,0
9606.ENSP00000396954,1.9604742192314006e-05,1.9175437046214935e-05,1.9172035536030307e-05,9606.ENSP00000307786,0
9606.ENSP00000258955,2.7078776838607155e-06,2.737752538450877e-06,2.7388402941141976e-06,9606.ENSP00000307786,0
9606.ENSP00000262507,0.0002002766705118,0.0001571930770296,0.0001561428944114,9606.ENSP00000307786,0
9606.ENSP00000436773,1.135228194470983e-05,1.1629350410657937e-05,1.1639867807389235e-05,9606.ENSP00000307786,0
9606.ENSP00000305138,1.5528681615251116e-05,1.57435642904602e-05,1.574841189722065e-05,9606.ENSP00000307786,0
9606.ENSP00000265070,0.0001154631900135,0.0001130724413087,0.0001129819138441,9606.ENSP00000307786,0
9606.ENSP00000285083,2.010527896345593e-05,1.852759305620566e-05,1.8488437490304932e-05,9606.ENSP00000307786,0
9606.ENSP00000312770,3.3674084534141e-06,3.4221711757709272e-06,3.42355770044378e-06,9606.ENSP00000307786,0
9606.ENSP00000361993,4.27787090302445e-05,3.7783131119795144e-05,3.7662615795852616e-05,9606.ENSP00000307786,0
9606.ENSP00000446252,0.0001702848967397,0.0001625075819902,0.000162284617545,9606.ENSP00000307786,0
9606.ENSP00000417190,2.1621868654619902e-05,2.056645462289453e-05,2.054218202829361e-05,9606.ENSP00000307786,0
9606.ENSP00000072869,1.5869607523200102e-05,1.4415118130273186e-05,1.4380022548721172e-05,9606.ENSP00000307786,0
9606.ENSP00000342254,0.0,0.0,0.0,9606.ENSP00000307786,0
9606.ENSP00000306887,1.4655910490546376e-05,1.3050367670075502e-05,1.3010678230784832e-05,9606.ENSP00000307786,0
9606.ENSP00000402661,2.4165081413229927e-05,2.130397297150921e-05,2.1228279365459457e-05,9606.ENSP00000307786,0
9606.ENSP00000478212,7.285697938641533e-05,7.259150152094662e-05,7.258071127580479e-05,9606.ENSP00000307786,0
9606.ENSP00000261434,1.509530920884572e-05,1.3728942576562986e-05,1.369526216876693e-05,9606.ENSP00000307786,1
9606.ENSP00000006658,4.0828621422406286e-05,3.6399746022652835e-05,3.629281491157599e-05,9606.ENSP00000307786,0
9606.ENSP00000369383,3.1812691304367036e-05,2.549556302255951e-05,2.5338667910546064e-05,9606.ENSP00000307786,0
9606.ENSP00000269980,5.9116980992257595e-05,5.287583189783618e-05,5.272713315207511e-05,9606.ENSP00000307786,0
9606.ENSP00000313877,3.828085755230859e-05,3.634391032392159e-05,3.629152342909947e-05,9606.ENSP00000307786,0
9606.ENSP00000338034,1.9959104974986985e-05,1.651903221500106e-05,1.6435384168289602e-05,9606.ENSP00000307786,0
9606.ENSP00000402038,2.0501300241448916e-05,1.9876180886058137e-05,1.9857441657222807e-05,9606.ENSP00000307786,0
9606.ENSP00000263035,3.770934563362971e-05,3.165055750287138e-05,3.150096017634496e-05,9606.ENSP00000307786,0
9606.ENSP00000363899,6.5885424191947095e-06,6.173217116156593e-06,6.162742920423625e-06,9606.ENSP00000307786,0
9606.ENSP00000371362,1.4890956663293764e-05,1.372509723296389e-05,1.3695199413632508e-05,9606.ENSP00000307786,0
9606.ENSP00000323678,2.0300443793530576e-05,1.8535012713982724e-05,1.8488650312065147e-05,9606.ENSP00000307786,0
9606.ENSP00000445446,1.5048400427986053e-06,1.3731100807490293e-06,1.3695375855604652e-06,9606.ENSP00000307786,0
9606.ENSP00000215882,5.059188697487116e-05,4.666041422751732e-05,4.6563363866880536e-05,9606.ENSP00000307786,0
9606.ENSP00000363873,2.905306246248074e-05,2.5425551939406432e-05,2.5336876205983572e-05,9606.ENSP00000307786,0
9606.ENSP00000224807,5.0884940719697624e-05,4.6671229938510805e-05,4.656379678635858e-05,9606.ENSP00000307786,0
9606.ENSP00000346954,1.101752513932297e-05,1.0290883437846787e-05,1.0271352039126214e-05,9606.ENSP00000307786,0
9606.ENSP00000379999,6.163214129628614e-05,5.093221625429578e-05,5.067580786999315e-05,9606.ENSP00000307786,0
9606.ENSP00000274813,4.499441274674609e-05,4.318290302762762e-05,4.31384178227745e-05,9606.ENSP00000307786,0
9606.ENSP00000358840,0.0001000220145215,7.39128008717671e-05,7.32808985048905e-05,9606.ENSP00000307786,0
9606.ENSP00000273158,3.790681603277335e-06,3.433071015024325e-06,3.4238535135955317e-06,9606.ENSP00000307786,0
