protein,RWR_positive_0.4_0.1,RWR_positive_0.4_0.2,RWR_positive_0.4_0.3,RWR_positive_0.4_0.4,RWR_positive_0.4_0.5,RWR_positive_0.4_0.6,RWR_positive_0.4_0.7,RWR_positive_0.4_0.8,RWR_positive_0.4_0.9,RWR_positive_0.4_1.0,Target,label
9606.ENSP00000322316,0.0001382784264387,0.0002518415766742,0.0003325705987863,0.0003893067072746,0.0003893067072746,0.0003939629361943,0.0003939629361943,0.0006389157033997,0.0006389157033997,0.0006389157033997,9606.ENSP00000264932,0
9606.ENSP00000258080,0.0001288654206771,0.0001576511952656,0.0125489409349409,0.0126000512658159,0.0126000512658159,0.0126225011532691,0.0126225011532691,0.012709373215615,0.012709373215615,0.012709373215615,9606.ENSP00000264932,0
9606.ENSP00000320043,3.847067536593188e-05,0.0002074213002819,0.0002533929424577,0.0002684278739249,0.0002684278739249,0.0002789748219345,0.0002789748219345,0.0003051106243736,0.0003051106243736,0.0003051106243736,9606.ENSP00000264932,0
9606.ENSP00000384867,5.488788938088712e-05,6.532305953513268e-05,8.284112910902423e-05,0.0001028600024564,0.0001028600024564,0.0001060780260913,0.0001060780260913,0.000458564004662,0.000458564004662,0.000458564004662,9606.ENSP00000264932,0
9606.ENSP00000366939,6.587508944314578e-05,7.697174246825298e-05,8.302211191380413e-05,0.0001173673517695,0.0001173673517695,0.0001188751601286,0.0001188751601286,0.0001846370299692,0.0001846370299692,0.0001846370299692,9606.ENSP00000264932,0
9606.ENSP00000355467,2.1923618335493213e-05,5.8496557240607014e-05,0.0002435155639273,0.0002595367891787,0.0002595367891787,0.0002636849974821,0.0002636849974821,0.0002883156367839,0.0002883156367839,0.0002883156367839,9606.ENSP00000264932,0
9606.ENSP00000341213,1.6689091622233782e-05,5.2774797751486736e-05,9.606931270777582e-05,0.0001019662072198,0.0001019662072198,0.0001037732006071,0.0001037732006071,0.0001306075872428,0.0001306075872428,0.0001306075872428,9606.ENSP00000264932,0
9606.ENSP00000308515,1.9967768385643863e-05,2.5600179338966622e-05,8.143758404481619e-05,9.671279374483736e-05,9.671279374483736e-05,9.98636747018398e-05,9.98636747018398e-05,0.0001326541859649,0.0001326541859649,0.0001326541859649,9606.ENSP00000264932,0
9606.ENSP00000264451,2.9564392956249344e-05,3.5702178035003486e-05,5.159053683636421e-05,5.889810145167105e-05,5.889810145167105e-05,6.214203583619297e-05,6.214203583619297e-05,8.396934595200346e-05,8.396934595200346e-05,8.396934595200346e-05,9606.ENSP00000264932,0
9606.ENSP00000260953,3.920943251946874e-06,5.205252516619507e-06,7.5315026110590925e-06,2.3807264515884417e-05,2.3807264515884417e-05,2.4520711050697708e-05,2.4520711050697708e-05,8.339316781195267e-05,8.339316781195267e-05,8.339316781195267e-05,9606.ENSP00000264932,0
9606.ENSP00000418008,0.0129186025831662,0.013142534676107,0.013142534676107,0.0131579272944913,0.0131579272944913,0.0131579272944913,0.0131579272944913,0.0131812929274666,0.013681101468057,0.013681101468057,9606.ENSP00000264932,0
9606.ENSP00000371607,7.583029340494022e-05,8.366687857516472e-05,8.366687857516472e-05,8.765155448017752e-05,8.765155448017752e-05,8.765155448017752e-05,8.765155448017752e-05,9.048209608603754e-05,0.0001554942664798,0.0001554942664798,9606.ENSP00000264932,0
9606.ENSP00000401980,0.0001100377101108,0.00015361432749,0.00015361432749,0.000223830545942,0.000223830545942,0.000223830545942,0.000223830545942,0.0002505440870127,0.0004054992151393,0.0004054992151393,9606.ENSP00000264932,0
9606.ENSP00000328570,0.0001882677789316,0.0002599188334176,0.0002599188334176,0.0003175751320549,0.0003175751320549,0.0003175751320549,0.0003175751320549,0.0003328715126549,0.0005219056093995,0.0005219056093995,9606.ENSP00000264932,0
