protein,RNA line ab,RNA type ab,binary_RNA line ab,binary_RNA type ab,one_hot_0,one_hot_1,one_hot_2,one_hot_3
9606.ENSP00000411532,206.9,5.6,1,1,1,0,0,0
9606.ENSP00000337446,36.7,13,1,1,0,0,1,0
9606.ENSP00000254066,28.1,25.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000254079,0.1,0,1,0,0,0,1,0
9606.ENSP00000348108,19.7,22.9,1,1,1,0,0,0
9606.ENSP00000358262,91.8,2.5,1,1,0,0,1,0
9606.ENSP00000358312,31.6,30,1,1,0,0,0,1
9606.ENSP00000254090,94.6,248.3,1,1,0,0,1,0
9606.ENSP00000376765,10.1,3.3,1,1,1,0,0,0
9606.ENSP00000254101,39.3,42.7,1,1,0,0,0,1
9606.ENSP00000416606,0,0,0,0,1,0,0,0
9606.ENSP00000369134,153,92.9,1,1,0,0,1,0
9606.ENSP00000444210,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000343657,104.6,89.2,1,1,0,0,0,1
9606.ENSP00000375586,4.5,1.4,1,1,0,0,1,0
9606.ENSP00000375593,14.3,7.6,1,1,1,0,0,0
9606.ENSP00000254166,0.5,0.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000254181,0.1,0,1,0,1,0,0,0
9606.ENSP00000381282,83.2,208.9,1,1,1,0,0,0
9606.ENSP00000254190,11.5,4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000254193,136.1,37.8,1,1,0,0,1,0
9606.ENSP00000321537,10.1,1.4,1,1,0,0,1,0
9606.ENSP00000254227,110.2,210.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000363314,0.1,0.7,1,1,1,0,0,0
9606.ENSP00000254250,8.8,13.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000254260,24.4,9.2,1,1,0,0,1,0
9606.ENSP00000376103,31,57.8,1,1,0,0,1,0
9606.ENSP00000466121,6.5,1.2,1,1,0,0,0,1
9606.ENSP00000454748,0,0.8,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000254286,5.4,29.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000336693,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000419045,12,85.5,1,1,0,1,0,0
9606.ENSP00000254301,79.4,2.2,1,1,1,0,0,0
9606.ENSP00000345175,0,0,0,0,0,0,1,0
9606.ENSP00000254322,191.7,64.9,1,1,0,0,1,0
9606.ENSP00000254323,0.6,1.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000376945,11.4,4.6,1,1,1,0,0,0
9606.ENSP00000254325,2.7,15.6,1,1,0,0,1,0
9606.ENSP00000335437,1.2,1.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000254336,0.3,0.2,1,1,1,0,0,0
9606.ENSP00000254337,15.8,3.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000313601,6.5,10.4,1,1,0,0,1,0
9606.ENSP00000326253,0.8,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000383894,146.7,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000254436,5.1,8.4,1,1,0,1,0,0
9606.ENSP00000360913,0.8,2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000477792,45.3,21.2,1,1,1,0,0,0
9606.ENSP00000327191,0.7,3.7,1,1,0,0,1,0
9606.ENSP00000405620,55.3,56.9,1,1,0,0,0,1
9606.ENSP00000251849,49.3,36.1,1,1,0,1,0,0
9606.ENSP00000254488,22.5,0,1,0,1,0,0,0
9606.ENSP00000287820,15.8,3.1,1,1,1,0,0,0
9606.ENSP00000254508,56.4,12,1,1,0,0,1,0
9606.ENSP00000356936,0,0.2,0,1,1,0,0,0
9606.ENSP00000254521,34.2,42.3,1,1,0,0,1,0
9606.ENSP00000345974,6,61.6,1,1,0,0,0,1
9606.ENSP00000254528,0.3,0.5,1,1,1,0,0,0
9606.ENSP00000251303,85.6,1.4,1,1,0,0,1,0
9606.ENSP00000484121,52.7,17.5,1,1,1,0,0,0
9606.ENSP00000369373,9.4,15.1,1,1,0,0,1,0
9606.ENSP00000369268,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000369299,2.1,2.7,1,1,0,0,1,0
9606.ENSP00000254605,9.8,26.1,1,1,0,0,1,0
9606.ENSP00000254616,26,22.3,1,1,0,0,1,0
9606.ENSP00000254624,22.5,72.4,1,1,0,0,1,0
9606.ENSP00000407107,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000254630,62.9,37.9,1,1,0,0,1,0
9606.ENSP00000387262,157.9,56.9,1,1,0,1,0,0
9606.ENSP00000338389,86.7,61.1,1,1,0,1,0,0
9606.ENSP00000407213,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000254654,48.5,17.1,1,1,1,0,0,0
9606.ENSP00000254657,8.1,29.3,1,1,1,0,0,0
9606.ENSP00000254661,0.8,108.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000254663,35.1,4.5,1,1,0,0,0,1
9606.ENSP00000254667,0,1.2,0,1,0,1,0,0
9606.ENSP00000446215,1602.6,220.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000346148,24.1,71.8,1,1,0,1,0,0
9606.ENSP00000254691,0.5,3.6,1,1,0,0,0,1
9606.ENSP00000254695,10.4,1.6,1,1,1,0,0,0
9606.ENSP00000458986,100.1,90,1,1,1,0,0,0
9606.ENSP00000413937,5.6,10.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000370968,54.4,5.9,1,1,1,0,0,0
9606.ENSP00000254719,51.1,21.9,1,1,0,1,0,0
9606.ENSP00000254722,1043.9,723.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000380178,45.9,56.5,1,1,0,0,1,0
9606.ENSP00000254730,0.3,13.5,1,1,0,1,0,0
9606.ENSP00000386921,46,23.5,1,1,1,0,0,0
9606.ENSP00000372201,21.8,15,1,1,0,1,0,0
9606.ENSP00000254759,13.7,11.9,1,1,0,1,0,0
9606.ENSP00000358242,34.6,86.1,1,1,1,0,0,0
9606.ENSP00000254765,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000388337,493.5,697.3,1,1,1,0,0,0
9606.ENSP00000254770,6.8,7.9,1,1,1,0,0,0
9606.ENSP00000410811,10.9,2.5,1,1,0,0,1,0
9606.ENSP00000403644,55.1,64.3,1,1,0,0,1,0
9606.ENSP00000368207,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000254799,91.5,51.3,1,1,0,1,0,0
9606.ENSP00000379383,0,0.7,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000254801,0,18.5,0,1,1,0,0,0
9606.ENSP00000351416,48.1,45.9,1,1,0,1,0,0
9606.ENSP00000254803,39.6,27.9,1,1,0,0,1,0
9606.ENSP00000200181,14,0.6,1,1,0,0,1,0
9606.ENSP00000467579,97.6,61.9,1,1,0,0,1,0
9606.ENSP00000254810,1080.1,488.4,1,1,0,0,1,0
9606.ENSP00000464893,14.4,6.6,1,1,1,0,0,0
9606.ENSP00000254816,29.7,11.3,1,1,0,0,1,0
9606.ENSP00000359958,59.9,49.1,1,1,0,0,1,0
9606.ENSP00000336702,684.4,255.8,1,1,1,0,0,0
9606.ENSP00000254846,8.4,17,1,1,0,0,1,0
9606.ENSP00000254868,0.1,2.2,1,1,0,0,1,0
9606.ENSP00000399979,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000254854,0,1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000370104,44.7,11.9,1,1,0,1,0,0
9606.ENSP00000354822,1.5,17.3,1,1,0,1,0,0
9606.ENSP00000382428,1.3,2,1,1,1,0,0,0
9606.ENSP00000254878,52.7,942.8,1,1,0,0,1,0
9606.ENSP00000351346,3.3,4.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000354109,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000254898,1.1,10.2,1,1,1,0,0,0
9606.ENSP00000367590,10.3,0,1,0,1,0,0,0
9606.ENSP00000421544,7.8,27.2,1,1,0,0,1,0
9606.ENSP00000247020,30.6,45.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000378368,76,35.4,1,1,0,0,1,0
9606.ENSP00000254928,87.2,20.7,1,1,0,0,1,0
9606.ENSP00000343103,35.1,6.5,1,1,0,0,1,0
9606.ENSP00000254940,80.4,13,1,1,0,0,1,0
9606.ENSP00000254942,36.8,16.8,1,1,0,1,0,0
9606.ENSP00000254950,35.5,20.5,1,1,0,1,0,0
9606.ENSP00000341171,326.7,22,1,1,1,0,0,0
9606.ENSP00000254963,3.9,0.9,1,1,0,0,0,1
9606.ENSP00000367631,5,7.8,1,1,0,0,1,0
9606.ENSP00000366645,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000353868,46.1,12.4,1,1,0,0,1,0
9606.ENSP00000254976,0.4,0.1,1,1,1,0,0,0
9606.ENSP00000384545,24.6,7,1,1,0,0,0,1
9606.ENSP00000368458,922.2,31.1,1,1,1,0,0,0
9606.ENSP00000254998,59.5,13.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000366828,18,4.5,1,1,0,0,1,0
9606.ENSP00000255006,1.5,10.7,1,1,0,0,1,0
9606.ENSP00000369756,77.4,29.2,1,1,0,1,0,0
9606.ENSP00000255008,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000357320,132.8,66,1,1,1,0,0,0
9606.ENSP00000441197,7.9,11,1,1,1,0,0,0
9606.ENSP00000357304,22.6,8.6,1,1,0,0,1,0
9606.ENSP00000357060,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000357206,34.6,0.2,1,1,1,0,0,0
9606.ENSP00000331210,52.6,0,1,0,1,0,0,0
9606.ENSP00000255030,0,3048.6,0,1,0,0,0,1
9606.ENSP00000357177,11.8,7,1,1,0,1,0,0
9606.ENSP00000354376,0.6,0.2,1,1,0,1,0,0
9606.ENSP00000255039,0,0,0,0,1,0,0,0
9606.ENSP00000255040,0,4184.4,0,1,1,0,0,0
9606.ENSP00000355157,0,0.5,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000357052,64.1,62.6,1,1,0,0,1,0
9606.ENSP00000357307,0.2,0.1,1,1,1,0,0,0
9606.ENSP00000255078,5.5,6.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000255082,5.4,27.1,1,1,0,1,0,0
9606.ENSP00000255084,0,0,0,0,1,0,0,0
9606.ENSP00000255087,0,0.4,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000383840,9.1,22.9,1,1,1,0,0,0
9606.ENSP00000255108,33.5,5.9,1,1,0,1,0,0
9606.ENSP00000361162,15,5.3,1,1,0,1,0,0
9606.ENSP00000255120,290.6,47,1,1,0,1,0,0
9606.ENSP00000361170,9.3,2.3,1,1,0,0,1,0
9606.ENSP00000355050,107.7,51.4,1,1,0,1,0,0
9606.ENSP00000362354,12.6,30.9,1,1,0,1,0,0
9606.ENSP00000255152,4,0.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000348538,50.7,4.9,1,1,0,0,1,0
9606.ENSP00000362560,0,1.3,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000362061,58.3,33,1,1,0,0,1,0
9606.ENSP00000340243,97.2,96.8,1,1,0,0,1,0
9606.ENSP00000360035,2.9,0.4,1,1,1,0,0,0
9606.ENSP00000255189,7.1,92.7,1,1,0,0,0,1
9606.ENSP00000255192,53.8,393.9,1,1,0,0,0,1
9606.ENSP00000255194,48.7,15.3,1,1,0,0,1,0
9606.ENSP00000255198,10.5,31.6,1,1,1,0,0,0
9606.ENSP00000360200,9.1,27.7,1,1,1,0,0,0
9606.ENSP00000360195,15.2,3.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000360170,0.4,702.9,1,1,0,0,0,1
9606.ENSP00000255224,0,0,0,0,1,0,0,0
9606.ENSP00000255226,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000365961,32.2,6.1,1,1,0,1,0,0
9606.ENSP00000364749,1,1.1,1,1,0,0,1,0
9606.ENSP00000330237,10.9,5.7,1,1,0,1,0,0
9606.ENSP00000255262,0,0,0,0,1,0,0,0
9606.ENSP00000414906,30.5,38.1,1,1,1,0,0,0
9606.ENSP00000255266,0.2,0.2,1,1,1,0,0,0
9606.ENSP00000371070,0,0,0,0,1,0,0,0
9606.ENSP00000483729,0,0.3,0,1,0,1,0,0
9606.ENSP00000372361,7.5,8.3,1,1,0,0,0,1
9606.ENSP00000255304,7.3,4.5,1,1,0,0,1,0
9606.ENSP00000255305,10.4,8.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000383089,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000370222,165.4,662.4,1,1,0,0,1,0
9606.ENSP00000370938,7.6,7.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000479870,1.2,2,1,1,1,0,0,0
9606.ENSP00000335055,15.1,8.6,1,1,1,0,0,0
9606.ENSP00000255324,0,0,0,0,1,0,0,0
9606.ENSP00000384932,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000255380,0,0.2,0,1,0,1,0,0
9606.ENSP00000384330,0,0,0,0,1,0,0,0
9606.ENSP00000353590,89.3,14.6,1,1,1,0,0,0
9606.ENSP00000255389,53.7,215.6,1,1,0,1,0,0
9606.ENSP00000255390,35.8,34.3,1,1,0,0,1,0
9606.ENSP00000379156,59.2,19.5,1,1,0,0,1,0
9606.ENSP00000255409,0.5,52.6,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000255416,0.1,0,1,0,1,0,0,0
9606.ENSP00000356155,4.4,4.1,1,1,1,0,0,0
9606.ENSP00000356130,3.5,5.9,1,1,0,0,0,1
9606.ENSP00000356198,0,0,0,0,1,0,0,0
9606.ENSP00000356105,2.1,2.3,1,1,0,1,0,0
9606.ENSP00000356247,0,0.2,0,1,0,0,1,0
9606.ENSP00000350718,0.1,0,1,0,1,0,0,0
9606.ENSP00000255448,0,0,0,0,1,0,0,0
9606.ENSP00000255465,0,0,0,0,1,0,0,0
9606.ENSP00000397441,13.3,9.2,1,1,0,1,0,0
9606.ENSP00000414147,13.5,20,1,1,0,1,0,0
9606.ENSP00000298386,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000318982,0.1,5.7,1,1,1,0,0,0
9606.ENSP00000369027,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000369071,0,0.5,0,1,0,0,1,0
9606.ENSP00000255476,11.5,4.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000477781,4460.9,5381.9,1,1,1,0,0,0
9606.ENSP00000368447,5.5,15.1,1,1,1,0,0,0
9606.ENSP00000368952,0,0,0,0,1,0,0,0
9606.ENSP00000369442,0,0.2,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000369411,67.3,7.9,1,1,1,0,0,0
9606.ENSP00000338785,6.9,8.2,1,1,0,0,1,0
9606.ENSP00000361202,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000347821,21.2,23.1,1,1,1,0,0,0
9606.ENSP00000442521,0.7,0.6,1,1,0,1,0,0
9606.ENSP00000255499,41.5,63.4,1,1,0,0,1,0
9606.ENSP00000349781,7.4,14.2,1,1,0,0,1,0
9606.ENSP00000361712,64,281,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000361813,88.1,0.9,1,1,0,1,0,0
9606.ENSP00000384832,39,16.8,1,1,0,0,1,0
9606.ENSP00000445829,25.6,26.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000363763,0.1,0.2,1,1,0,0,1,0
9606.ENSP00000326261,50.1,257.8,1,1,0,0,1,0
9606.ENSP00000255608,72.3,10,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000408342,0,0,0,0,1,0,0,0
9606.ENSP00000255613,3.9,0.9,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000377504,10.1,9.8,1,1,1,0,0,0
9606.ENSP00000420295,0.3,0,1,0,1,0,0,0
9606.ENSP00000255631,84.5,27.5,1,1,0,0,1,0
9606.ENSP00000255641,56.4,15.1,1,1,1,0,0,0
9606.ENSP00000265140,2.9,6.5,1,1,0,0,1,0
9606.ENSP00000325548,80.9,115.8,1,1,0,0,1,0
9606.ENSP00000255681,30.7,44.7,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000432119,79.4,28.6,1,1,1,0,0,0
9606.ENSP00000339374,0,0.1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000367050,85,68.6,1,1,1,0,0,0
9606.ENSP00000255688,0.2,110.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000255695,0,4,0,1,0,1,0,0
9606.ENSP00000379616,0,2.4,0,1,1,0,0,0
9606.ENSP00000255759,10.2,27.6,1,1,0,1,0,0
9606.ENSP00000255764,39.8,25,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000402033,0,0,0,0,0,1,0,0
9606.ENSP00000215862,14.7,7.9,1,1,1,0,0,0
9606.ENSP00000347088,12.7,8.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000290765,3.6,0.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000334563,0,0,0,0,1,0,0,0
9606.ENSP00000483038,2,6.4,1,1,0,1,0,0
9606.ENSP00000338812,3.7,5.6,1,1,1,0,0,0
9606.ENSP00000385721,0,0,0,0,0,1,0,0
9606.ENSP00000330432,0,1.7,0,1,1,0,0,0
9606.ENSP00000255858,0.1,19.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000479580,0,2.2,0,1,1,0,0,0
9606.ENSP00000255945,0,8,0,1,0,0,1,0
9606.ENSP00000072869,12.3,7.9,1,1,1,0,0,0
9606.ENSP00000255977,49.8,37.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000380413,44.9,18.1,1,1,0,0,1,0
9606.ENSP00000317165,5.2,1.3,1,1,0,0,1,0
9606.ENSP00000256001,15.5,6.8,1,1,1,0,0,0
9606.ENSP00000256010,0.1,0,1,0,1,0,0,0
9606.ENSP00000256015,1.8,255.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000376910,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000349358,5.8,19.3,1,1,0,1,0,0
9606.ENSP00000416508,35.5,125.7,1,1,1,0,0,0
9606.ENSP00000361366,0,0.8,0,1,1,0,0,0
9606.ENSP00000361272,1.3,0.4,1,1,1,0,0,0
9606.ENSP00000361355,18.4,30.2,1,1,0,0,1,0
9606.ENSP00000442046,0.5,3.9,1,1,0,0,1,0
9606.ENSP00000256078,13.4,50,1,1,1,0,0,0
9606.ENSP00000256079,25.1,24.6,1,1,1,0,0,0
9606.ENSP00000377954,41.2,27.6,1,1,1,0,0,0
9606.ENSP00000352936,0,0.1,0,1,1,0,0,0
9606.ENSP00000408526,25.1,31.3,1,1,0,0,1,0
9606.ENSP00000353538,4.1,6.9,1,1,1,0,0,0
9606.ENSP00000398124,19.9,2.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000430656,0.3,2.7,1,1,1,0,0,0
9606.ENSP00000256151,35,67.2,1,1,1,0,0,0
9606.ENSP00000315630,12.8,5.3,1,1,1,0,0,0
9606.ENSP00000384517,2.2,20.9,1,1,0,0,1,0
9606.ENSP00000256178,0.3,3.2,1,1,1,0,0,0
9606.ENSP00000379802,0.6,0.3,1,1,0,1,0,0
9606.ENSP00000256190,12.8,12.9,1,1,0,0,1,0
9606.ENSP00000256194,0.8,17.2,1,1,0,0,1,0
9606.ENSP00000256196,55.1,32.3,1,1,0,0,1,0
9606.ENSP00000420914,159.6,238.4,1,1,0,0,0,1
9606.ENSP00000368017,7.5,10.3,1,1,0,1,0,0
9606.ENSP00000256246,0.3,0,1,0,1,0,0,0
9606.ENSP00000256255,117,255,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000256257,6.7,0.1,1,1,0,0,1,0
9606.ENSP00000256261,0,0,0,0,1,0,0,0
9606.ENSP00000436901,35,15.1,1,1,1,0,0,0
9606.ENSP00000337088,33.9,9.3,1,1,1,0,0,0
9606.ENSP00000256319,46.6,221.7,1,1,0,0,1,0
9606.ENSP00000238558,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000428263,15,15.4,1,1,0,0,1,0
9606.ENSP00000256339,0,0.1,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000451300,42.7,39.8,1,1,0,0,0,1
9606.ENSP00000256343,0.5,0.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000256362,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000374562,32.4,44.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000256367,2.8,2.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000481920,52.7,14.9,1,1,0,0,1,0
9606.ENSP00000256383,58.5,39.6,1,1,0,1,0,0
9606.ENSP00000256389,0,0,0,0,1,0,0,0
9606.ENSP00000373783,1.1,0.3,1,1,0,0,1,0
9606.ENSP00000256398,37,20.7,1,1,0,0,1,0
9606.ENSP00000256404,0,0.6,0,1,1,0,0,0
9606.ENSP00000256412,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000372459,8.4,21.3,1,1,0,1,0,0
9606.ENSP00000397900,0,5.8,0,1,1,0,0,0
9606.ENSP00000256429,16.2,26.1,1,1,0,1,0,0
9606.ENSP00000256433,38.7,123.6,1,1,0,0,0,1
9606.ENSP00000256441,42.5,286.1,1,1,0,0,1,0
9606.ENSP00000256442,270.7,3.3,1,1,1,0,0,0
9606.ENSP00000256443,16.7,8.1,1,1,1,0,0,0
9606.ENSP00000256447,0,0.4,0,1,1,0,0,0
9606.ENSP00000256458,12.7,4.7,1,1,0,1,0,0
9606.ENSP00000256460,42.3,24.6,1,1,1,0,0,0
9606.ENSP00000339532,32.7,31.7,1,1,0,0,1,0
9606.ENSP00000256474,37.9,29.9,1,1,1,0,0,0
9606.ENSP00000256495,24.2,43.5,1,1,0,1,0,0
9606.ENSP00000256496,42.4,37.3,1,1,0,1,0,0
9606.ENSP00000256497,18.9,63.4,1,1,0,0,0,1
9606.ENSP00000407822,0,0,0,0,1,0,0,0
9606.ENSP00000256509,0,1.4,0,1,1,0,0,0
9606.ENSP00000453793,11.7,9.4,1,1,1,0,0,0
9606.ENSP00000256538,14.2,7.2,1,1,0,0,1,0
9606.ENSP00000256544,18,20.9,1,1,0,0,0,1
9606.ENSP00000256545,136.8,80.7,1,1,0,1,0,0
9606.ENSP00000437849,0,0.1,0,1,1,0,0,0
9606.ENSP00000251337,0.6,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000311469,1,2,1,1,0,0,0,1
9606.ENSP00000359042,41.6,53.3,1,1,1,0,0,0
9606.ENSP00000346158,0.1,0,1,0,1,0,0,0
9606.ENSP00000358529,0,0,0,0,0,0,1,0
9606.ENSP00000256592,0,0,0,0,1,0,0,0
9606.ENSP00000256593,0,0.1,0,1,1,0,0,0
9606.ENSP00000256594,75.6,16.6,1,1,1,0,0,0
9606.ENSP00000477344,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000359073,14.6,2.8,1,1,0,1,0,0
9606.ENSP00000358755,0,0,0,0,0,1,0,0
9606.ENSP00000358925,36.4,1.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000358414,0.7,1106.7,1,1,0,0,0,1
9606.ENSP00000352833,0,0.2,0,1,0,0,1,0
9606.ENSP00000256637,50.2,19,1,1,0,1,0,0
9606.ENSP00000358698,0.3,0.3,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000376899,8.4,9.7,1,1,0,1,0,0
9606.ENSP00000256644,332.5,406,1,1,0,0,1,0
9606.ENSP00000358407,0,0,0,0,1,0,0,0
9606.ENSP00000256646,5.2,33.5,1,1,1,0,0,0
9606.ENSP00000256649,2.1,0.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000441980,19.8,28,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000358482,0,0.5,0,1,0,1,0,0
9606.ENSP00000358470,0,0.2,0,1,1,0,0,0
9606.ENSP00000358525,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000358582,7.5,4.1,1,1,0,0,1,0
9606.ENSP00000324628,13.5,18.9,1,1,0,1,0,0
9606.ENSP00000387266,12.7,3,1,1,0,0,0,1
9606.ENSP00000378935,70.2,34.3,1,1,0,0,1,0
9606.ENSP00000449751,10.4,92.9,1,1,1,0,0,0
9606.ENSP00000256682,103.4,45.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000400471,116.1,17.8,1,1,0,1,0,0
9606.ENSP00000256689,384.5,218.2,1,1,0,0,1,0
9606.ENSP00000371267,350.6,102,1,1,1,0,0,0
9606.ENSP00000256707,21.4,25.6,1,1,1,0,0,0
9606.ENSP00000324693,7,5.6,1,1,0,0,1,0
9606.ENSP00000317985,74,34.5,1,1,1,0,0,0
9606.ENSP00000371471,0,0.9,0,1,0,0,0,1
9606.ENSP00000281043,0,0.3,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000397908,8.6,40.3,1,1,0,0,1,0
9606.ENSP00000256722,0,1.3,0,1,0,1,0,0
9606.ENSP00000417580,27.1,76.6,1,1,1,0,0,0
9606.ENSP00000445175,635.4,558.1,1,1,0,0,1,0
9606.ENSP00000436126,0.2,44005,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000256737,0.2,0.2,1,1,1,0,0,0
9606.ENSP00000370698,15.8,183.6,1,1,1,0,0,0
9606.ENSP00000256759,135.4,49.2,1,1,1,0,0,0
9606.ENSP00000356386,0,37,0,1,0.25,0.25,0.25,0.25
9606.ENSP00000356265,0,0.7,0,1,0,1,0,0
9606.ENSP00000356405,5.2,21.4,1,1,0,1,0,0
9606.ENSP00000356256,86.4,175.6,1,1,0,0,1,0
9606.ENSP00000356370,0,0,0,0,1,0,0,0
9606.ENSP00000256785,0,96.2,0,1,1,0,0,0
9606.ENSP00000256797,1,0,1,0,1,0,0,0
9606.ENSP00000318646,6559.8,4512.4,1,1,0,0,0,1
9606.ENSP00000334813,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000256854,197.4,115,1,1,0,1,0,0
9606.ENSP00000256857,0,0,0,0,0.25,0.25,0.25,0.25
9606.ENSP00000381198,9,8,1,1,0,0,0,1
9606.ENSP00000369335,34.9,17.1,1,1,0,0,0,1
9606.ENSP00000388638,146.1,71.8,1,1,0,0,1,0
9606.ENSP00000369293,0,0.2,0,1,1,0,0,0
9606.ENSP00000369436,10,5,1,1,1,0,0,0
9606.ENSP00000368517,0,182,0,1,0,0,0,1
9606.ENSP00000380421,0.6,6.9,1,1,0,1,0,0
9606.ENSP00000256897,47.8,28.6,1,1,0,0,1,0
9606.ENSP00000256906,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000372720,3.5,4.5,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000384367,7.5,1.4,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000256925,35,7.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000256935,0,0.5,0,1,1,0,0,0
9606.ENSP00000256951,0.3,0.8,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000398273,11.5,21.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000256953,0,0,0,0,1,0,0,0
9606.ENSP00000256958,0,157.8,0,1,0,0,1,0
9606.ENSP00000371333,0.2,9.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000438038,0.3,2.1,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000256969,0.1,6.2,1,1,0.25,0.25,0.25,0.25
9606.ENSP00000379682,0.1,0,1,0,0.25,0.25,0.25,0.25
9606.ENSP00000367888,6.8,0.2,1,1,1,0,0,0
